commercial_area,time,total_sales
이태원시장,06-11,68025701.0
이태원시장,11-14,716831840.0
이태원시장,14-17,409882360.0
이태원시장,17-21,1160070579.0
이태원시장,21-24,457734891.0
이태원엔틱가구거리,00-06,77393.0
이태원엔틱가구거리,06-11,335805286.0
이태원엔틱가구거리,11-14,882494979.0
이태원엔틱가구거리,14-17,645697098.0
이태원엔틱가구거리,17-21,412895991.0
이태원엔틱가구거리,21-24,7223735.0
이화달팽이길,00-06,80636302.0
이화달팽이길,06-11,116728527.0
이화달팽이길,11-14,1093693421.0
이화달팽이길,14-17,310060742.0
이화달팽이길,17-21,566724939.0
이화달팽이길,21-24,219176460.0
이화사거리,00-06,137104573.0
이화사거리,06-11,1229581818.0
이화사거리,11-14,9414553273.0
이화사거리,14-17,2359528383.0
이화사거리,17-21,6504988863.0
이화사거리,21-24,1455646378.0
"이화여대 3,5,7길 상점가",00-06,119948124.0
"이화여대 3,5,7길 상점가",06-11,1375568501.0
"이화여대 3,5,7길 상점가",11-14,11383571356.0
"이화여대 3,5,7길 상점가",14-17,4949385331.0
"이화여대 3,5,7길 상점가",17-21,9996232801.0
"이화여대 3,5,7길 상점가",21-24,1241921330.0
"이화여대(이대역, 이대)",00-06,309942290.0
"이화여대(이대역, 이대)",06-11,1558360706.0
"이화여대(이대역, 이대)",11-14,6185827139.0
"이화여대(이대역, 이대)",14-17,3842407201.0
"이화여대(이대역, 이대)",17-21,9052357393.0
"이화여대(이대역, 이대)",21-24,2589400574.0
인사동,00-06,147690163.0
인사동,06-11,2079258157.0
인사동,11-14,40865418078.0
인사동,14-17,15949093541.0
인사동,17-21,31331252459.0
인사동,21-24,5824529203.0
인수동 우편취급국,00-06,89010911.0
인수동 우편취급국,06-11,7875244.0
인수동 우편취급국,11-14,214344657.0
인수동 우편취급국,14-17,111707991.0
인수동 우편취급국,17-21,343640741.0
인수동 우편취급국,21-24,208207400.0
인수중학교,00-06,1641206.0
인수중학교,06-11,168685.0
인수중학교,11-14,4557472.0
인수중학교,14-17,1801953.0
인수중학교,17-21,7095686.0
인수중학교,21-24,6226458.0
인왕시장(홍제골목형상점가),00-06,485935158.0
인왕시장(홍제골목형상점가),06-11,850824504.0
인왕시장(홍제골목형상점가),11-14,3314192128.0
인왕시장(홍제골목형상점가),14-17,1991439263.0
인왕시장(홍제골목형상점가),17-21,5253061199.0
인왕시장(홍제골목형상점가),21-24,1134315807.0
인헌고등학교(인헌중학교),00-06,155578735.0
인헌고등학교(인헌중학교),06-11,61550961.0
인헌고등학교(인헌중학교),11-14,302288218.0
인헌고등학교(인헌중학교),14-17,215501427.0
인헌고등학교(인헌중학교),17-21,971685258.0
인헌고등학교(인헌중학교),21-24,400825847.0
인헌시장(원당종합시장),00-06,743431002.0
인헌시장(원당종합시장),06-11,360527955.0
인헌시장(원당종합시장),11-14,1843239987.0
인헌시장(원당종합시장),14-17,1250116097.0
인헌시장(원당종합시장),17-21,3792953547.0
인헌시장(원당종합시장),21-24,1852393793.0
인현시장,00-06,939757263.0
인현시장,06-11,111187168.0
인현시장,11-14,4098594830.0
인현시장,14-17,926955015.0
인현시장,17-21,8983943293.0
인현시장,21-24,6229141004.0
자동차부품상가,00-06,0.0
자동차부품상가,06-11,0.0
자동차부품상가,11-14,183753962.0
자동차부품상가,14-17,36274932.0
자동차부품상가,17-21,34038871.0
자동차부품상가,21-24,0.0
자양4동주민센터,00-06,292431048.0
자양4동주민센터,06-11,195801722.0
자양4동주민센터,11-14,961192229.0
자양4동주민센터,14-17,683635718.0
자양4동주민센터,17-21,1165630362.0
자양4동주민센터,21-24,754977001.0
자양골목전통시장(자양골목시장),00-06,28328732.0
자양골목전통시장(자양골목시장),06-11,212231400.0
자양골목전통시장(자양골목시장),11-14,1099572581.0
자양골목전통시장(자양골목시장),14-17,1004335145.0
자양골목전통시장(자양골목시장),17-21,2124676063.0
자양골목전통시장(자양골목시장),21-24,256955397.0
자양동우체국,00-06,132577433.0
자양동우체국,06-11,202062980.0
자양동우체국,11-14,1109647719.0
자양동우체국,14-17,545011644.0
자양동우체국,17-21,1689409569.0
자양동우체국,21-24,658245853.0
자양한강도서관,00-06,742479854.0
자양한강도서관,06-11,141870931.0
자양한강도서관,11-14,1174416295.0
자양한강도서관,14-17,774187544.0
자양한강도서관,17-21,4484842821.0
자양한강도서관,21-24,2744610369.0
자하문터널,00-06,34499803.0
자하문터널,06-11,8374285.0
자하문터널,11-14,1194054477.0
자하문터널,14-17,1206515245.0
자하문터널,17-21,1467514314.0
자하문터널,21-24,296411059.0
잠실 관광특구,00-06,32426407859.0
잠실 관광특구,06-11,11144597286.0
잠실 관광특구,11-14,66249996801.0
잠실 관광특구,14-17,48815609336.0
잠실 관광특구,17-21,113022427797.0
잠실 관광특구,21-24,65281956652.0
잠실나루역,00-06,50202.0
잠실나루역,06-11,89984193.0
잠실나루역,11-14,519318036.0
잠실나루역,14-17,182456002.0
잠실나루역,17-21,398161772.0
잠실나루역,21-24,15877951.0
잠실새내역(신천),00-06,20471198677.0
잠실새내역(신천),06-11,7153107844.0
잠실새내역(신천),11-14,36603575006.0
잠실새내역(신천),14-17,22233362640.0
잠실새내역(신천),17-21,64822905337.0
잠실새내역(신천),21-24,43193697094.0
잠실역,00-06,191803566.0
잠실역,06-11,9968786128.0
잠실역,11-14,61155690802.0
잠실역,14-17,35585312356.0
잠실역,17-21,49964967764.0
잠실역,21-24,8308601730.0
잠원역,00-06,0.0
잠원역,06-11,71626386.0
잠원역,11-14,181982958.0
잠원역,14-17,204205426.0
잠원역,17-21,318853010.0
잠원역,21-24,950357.0
장곡초등학교,00-06,626162257.0
장곡초등학교,06-11,59757450.0
장곡초등학교,11-14,754126428.0
장곡초등학교,14-17,469104787.0
장곡초등학교,17-21,1862822988.0
장곡초등학교,21-24,1292448874.0
장로회신학대학교,00-06,31467.0
장로회신학대학교,06-11,85575688.0
장로회신학대학교,11-14,803306606.0
장로회신학대학교,14-17,361009446.0
장로회신학대학교,17-21,517042712.0
장로회신학대학교,21-24,9134820.0
장미원골목시장,00-06,16630017.0
장미원골목시장,06-11,282191012.0
장미원골목시장,11-14,949881868.0
장미원골목시장,14-17,372500053.0
장미원골목시장,17-21,1038351305.0
장미원골목시장,21-24,311069831.0
장미제일시장(중화동제일시장),00-06,30785343.0
장미제일시장(중화동제일시장),06-11,14277220.0
장미제일시장(중화동제일시장),11-14,277423140.0
장미제일시장(중화동제일시장),14-17,182138649.0
장미제일시장(중화동제일시장),17-21,296537859.0
장미제일시장(중화동제일시장),21-24,54240367.0
장스여성병원,00-06,564827488.0
장스여성병원,06-11,737358230.0
장스여성병원,11-14,2891233814.0
장스여성병원,14-17,1261060305.0
장스여성병원,17-21,2924484485.0
장스여성병원,21-24,728798030.0
장승배기역,00-06,740169386.0
장승배기역,06-11,546306817.0
장승배기역,11-14,3038525041.0
장승배기역,14-17,1325909523.0
장승배기역,17-21,3759189884.0
장승배기역,21-24,1436428242.0
장승배기역 4번,00-06,310264554.0
장승배기역 4번,06-11,52973937.0
장승배기역 4번,11-14,1968761997.0
장승배기역 4번,14-17,1255597382.0
장승배기역 4번,17-21,4487809553.0
장승배기역 4번,21-24,1613013938.0
장승배기역 5번,00-06,673692.0
장승배기역 5번,06-11,29956058.0
장승배기역 5번,11-14,147046803.0
장승배기역 5번,14-17,81461624.0
장승배기역 5번,17-21,97214763.0
장승배기역 5번,21-24,15144442.0
장신구 특화거리 상점가,00-06,50309196.0
장신구 특화거리 상점가,06-11,42908488.0
장신구 특화거리 상점가,11-14,235078536.0
장신구 특화거리 상점가,14-17,120366801.0
장신구 특화거리 상점가,17-21,394919192.0
장신구 특화거리 상점가,21-24,145905746.0
장안1동주민센터,00-06,1834238189.0
장안1동주민센터,06-11,551305319.0
장안1동주민센터,11-14,4179598242.0
장안1동주민센터,14-17,1879518502.0
장안1동주민센터,17-21,7720401841.0
장안1동주민센터,21-24,4443144562.0
장안근린공원,00-06,511646242.0
장안근린공원,06-11,717645483.0
장안근린공원,11-14,3901081605.0
장안근린공원,14-17,1223733380.0
장안근린공원,17-21,5565942498.0
장안근린공원,21-24,2495203045.0
장안동사거리,00-06,5555818819.0
장안동사거리,06-11,2711046206.0
장안동사거리,11-14,11555118840.0
장안동사거리,14-17,5828292614.0
장안동사거리,17-21,18221463901.0
장안동사거리,21-24,9192519997.0
장안제일시장,00-06,234392497.0
장안제일시장,06-11,118885249.0
장안제일시장,11-14,1293243520.0
장안제일시장,14-17,698946857.0
장안제일시장,17-21,4026319007.0
장안제일시장,21-24,1778606033.0
장안중학교,00-06,59634617.0
장안중학교,06-11,68520049.0
장안중학교,11-14,630583864.0
장안중학교,14-17,265353997.0
장안중학교,17-21,1064331546.0
장안중학교,21-24,364731578.0
장안초등학교,00-06,0.0
장안초등학교,06-11,0.0
장안초등학교,11-14,15245647.0
장안초등학교,14-17,19700840.0
장안초등학교,17-21,16559800.0
장안초등학교,21-24,115518.0
장안현대홈타운1차아파트,00-06,558609566.0
장안현대홈타운1차아파트,06-11,35166224.0
장안현대홈타운1차아파트,11-14,806834582.0
장안현대홈타운1차아파트,14-17,528145910.0
장안현대홈타운1차아파트,17-21,3174089787.0
장안현대홈타운1차아파트,21-24,1809729533.0
장위1동주민센터,00-06,19079773.0
장위1동주민센터,06-11,8807710.0
장위1동주민센터,11-14,303947524.0
장위1동주민센터,14-17,141137315.0
장위1동주민센터,17-21,321468157.0
장위1동주민센터,21-24,130127725.0
장위동성당,00-06,0.0
장위동성당,06-11,0.0
장위동성당,11-14,9127884.0
장위동성당,14-17,0.0
장위동성당,17-21,5551404.0
장위동성당,21-24,0.0
장위전통시장,00-06,13220936.0
장위전통시장,06-11,99418796.0
장위전통시장,11-14,208692803.0
장위전통시장,14-17,168396728.0
장위전통시장,17-21,515064168.0
장위전통시장,21-24,135675289.0
장지동주민센터(한림연예예술고교),00-06,60949570.0
장지동주민센터(한림연예예술고교),06-11,377493204.0
장지동주민센터(한림연예예술고교),11-14,1338214122.0
장지동주민센터(한림연예예술고교),14-17,525063496.0
장지동주민센터(한림연예예술고교),17-21,942594095.0
장지동주민센터(한림연예예술고교),21-24,332452888.0
장지역(가든파이브),00-06,19858698.0
장지역(가든파이브),06-11,2635989016.0
장지역(가든파이브),11-14,17241504812.0
장지역(가든파이브),14-17,8503693738.0
장지역(가든파이브),17-21,11727236089.0
장지역(가든파이브),21-24,834105538.0
장충단 고개,00-06,136041163.0
장충단 고개,06-11,116774590.0
장충단 고개,11-14,1899774996.0
장충단 고개,14-17,1454020008.0
장충단 고개,17-21,4831891255.0
장충단 고개,21-24,2040180160.0
장충동족발거리(남소영길),00-06,195158018.0
장충동족발거리(남소영길),06-11,701889659.0
장충동족발거리(남소영길),11-14,8822634582.0
장충동족발거리(남소영길),14-17,4368932282.0
장충동족발거리(남소영길),17-21,9836582744.0
장충동족발거리(남소영길),21-24,2512791809.0
장충동주민센터,00-06,70442.0
장충동주민센터,06-11,68633690.0
장충동주민센터,11-14,297826003.0
장충동주민센터,14-17,126020772.0
장충동주민센터,17-21,506652995.0
장충동주민센터,21-24,74955821.0
장충초등학교,00-06,482772084.0
장충초등학교,06-11,277493200.0
장충초등학교,11-14,1627890280.0
장충초등학교,14-17,587405393.0
장충초등학교,17-21,3122769206.0
장충초등학교,21-24,1456516269.0
장평중학교,00-06,294888089.0
장평중학교,06-11,105334291.0
장평중학교,11-14,1213481938.0
장평중학교,14-17,420394641.0
장평중학교,17-21,2579455522.0
장평중학교,21-24,1322320537.0
장한평역(장한평),00-06,4437749826.0
장한평역(장한평),06-11,3169028447.0
장한평역(장한평),11-14,20292397005.0
장한평역(장한평),14-17,6375489872.0
장한평역(장한평),17-21,25576308876.0
장한평역(장한평),21-24,13111884736.0
장훈고등학교,00-06,601087873.0
장훈고등학교,06-11,70523119.0
장훈고등학교,11-14,822005120.0
장훈고등학교,14-17,352543658.0
장훈고등학교,17-21,2849848975.0
장훈고등학교,21-24,1528411284.0
전곡마을마당공원,00-06,213857827.0
전곡마을마당공원,06-11,53852775.0
전곡마을마당공원,11-14,632123485.0
전곡마을마당공원,14-17,311948281.0
전곡마을마당공원,17-21,1286411387.0
전곡마을마당공원,21-24,696926561.0
전곡시장,00-06,148104621.0
전곡시장,06-11,201384502.0
전곡시장,11-14,977358495.0
전곡시장,14-17,469861198.0
전곡시장,17-21,986497685.0
전곡시장,21-24,260007560.0
전농119안전센터,00-06,22737279.0
전농119안전센터,06-11,1783791.0
전농119안전센터,11-14,113809149.0
전농119안전센터,14-17,74915865.0
전농119안전센터,17-21,509645710.0
전농119안전센터,21-24,266517585.0
전농1동주민센터(전농시장),00-06,1363077.0
전농1동주민센터(전농시장),06-11,928526.0
전농1동주민센터(전농시장),11-14,7405926.0
전농1동주민센터(전농시장),14-17,21097971.0
전농1동주민센터(전농시장),17-21,191154570.0
전농1동주민센터(전농시장),21-24,58161023.0
전농로터리시장,00-06,72346786.0
전농로터리시장,06-11,88399871.0
전농로터리시장,11-14,702865328.0
전농로터리시장,14-17,636350327.0
전농로터리시장,17-21,1400960886.0
전농로터리시장,21-24,419034253.0
전농중학교,00-06,10765340.0
전농중학교,06-11,155829919.0
전농중학교,11-14,1874570318.0
전농중학교,14-17,585021608.0
전농중학교,17-21,1874377794.0
전농중학교,21-24,238493339.0
절두산순교성지,00-06,24949717.0
절두산순교성지,06-11,0.0
절두산순교성지,11-14,2168588.0
절두산순교성지,14-17,6572994.0
절두산순교성지,17-21,72526871.0
절두산순교성지,21-24,108287702.0
정곡초등학교,00-06,1127406.0
정곡초등학교,06-11,3407270.0
정곡초등학교,11-14,151839008.0
정곡초등학교,14-17,58815506.0
정곡초등학교,17-21,194870833.0
정곡초등학교,21-24,42590884.0
정독도서관,00-06,0.0
정독도서관,06-11,3423407.0
정독도서관,11-14,113212771.0
정독도서관,14-17,223586790.0
정독도서관,17-21,169691359.0
정독도서관,21-24,12477267.0
정릉3동주민센터,00-06,102025350.0
정릉3동주민센터,06-11,85718083.0
정릉3동주민센터,11-14,635091842.0
정릉3동주민센터,14-17,277336906.0
정릉3동주민센터,17-21,945064792.0
정릉3동주민센터,21-24,173050431.0
정릉골 골목형상점가,00-06,116034292.0
정릉골 골목형상점가,06-11,10637205.0
정릉골 골목형상점가,11-14,364031818.0
정릉골 골목형상점가,14-17,222265470.0
정릉골 골목형상점가,17-21,1070509594.0
정릉골 골목형상점가,21-24,472784187.0
정릉북한산국립공원입구,00-06,646106.0
정릉북한산국립공원입구,06-11,6282022.0
정릉북한산국립공원입구,11-14,86995931.0
정릉북한산국립공원입구,14-17,86707766.0
정릉북한산국립공원입구,17-21,339458109.0
정릉북한산국립공원입구,21-24,196884675.0
정릉시장,00-06,566594489.0
정릉시장,06-11,414108708.0
정릉시장,11-14,2619412541.0
정릉시장,14-17,1825647986.0
정릉시장,17-21,5172678637.0
정릉시장,21-24,2436506497.0
정릉아리랑시장,00-06,300797.0
정릉아리랑시장,06-11,96461087.0
정릉아리랑시장,11-14,523896008.0
정릉아리랑시장,14-17,259557749.0
정릉아리랑시장,17-21,802871022.0
정릉아리랑시장,21-24,246620902.0
정릉역 1번,00-06,71842775.0
정릉역 1번,06-11,229254080.0
정릉역 1번,11-14,1916064181.0
정릉역 1번,14-17,922302731.0
정릉역 1번,17-21,3571718285.0
정릉역 1번,21-24,840421690.0
정릉역 2번,00-06,577580.0
정릉역 2번,06-11,10343881.0
정릉역 2번,11-14,922257337.0
정릉역 2번,14-17,578464662.0
정릉역 2번,17-21,2255002199.0
정릉역 2번,21-24,397254371.0
정릉우체국,00-06,269534024.0
정릉우체국,06-11,351360950.0
정릉우체국,11-14,1476536023.0
정릉우체국,14-17,860184357.0
정릉우체국,17-21,2066799075.0
정릉우체국,21-24,490024426.0
정원여중,00-06,347006.0
정원여중,06-11,10049023.0
정원여중,11-14,93550792.0
정원여중,14-17,49197001.0
정원여중,17-21,248564342.0
정원여중,21-24,82697570.0
제기동역 6번,00-06,223469189.0
제기동역 6번,06-11,456495272.0
제기동역 6번,11-14,5262771660.0
제기동역 6번,14-17,2340624458.0
제기동역 6번,17-21,6813616142.0
제기동역 6번,21-24,1474048469.0
제일시장,00-06,150205111.0
제일시장,06-11,2265090227.0
제일시장,11-14,4829913432.0
제일시장,14-17,4773873650.0
제일시장,17-21,6621256665.0
제일시장,21-24,1563822841.0
조원동 펭귄시장(신림중앙시장),00-06,11859461.0
조원동 펭귄시장(신림중앙시장),06-11,51486201.0
조원동 펭귄시장(신림중앙시장),11-14,436302656.0
조원동 펭귄시장(신림중앙시장),14-17,221179851.0
조원동 펭귄시장(신림중앙시장),17-21,586323100.0
조원동 펭귄시장(신림중앙시장),21-24,143852008.0
조원동주민센터,00-06,153286661.0
조원동주민센터,06-11,13765026.0
조원동주민센터,11-14,277837120.0
조원동주민센터,14-17,163084982.0
조원동주민센터,17-21,610598710.0
조원동주민센터,21-24,359360693.0
종각역,00-06,14446527797.0
종각역,06-11,7964689131.0
종각역,11-14,76806035836.0
종각역,14-17,21035552653.0
종각역,17-21,108120164818.0
종각역,21-24,64482276755.0
종로·청계 관광특구,00-06,15785953430.0
종로·청계 관광특구,06-11,7409980763.0
종로·청계 관광특구,11-14,78108090788.0
종로·청계 관광특구,14-17,37236156176.0
종로·청계 관광특구,17-21,125054674063.0
종로·청계 관광특구,21-24,66447237288.0
종로3가역,00-06,23480224202.0
종로3가역,06-11,7855741685.0
종로3가역,11-14,54383557342.0
종로3가역,14-17,33405227649.0
종로3가역,17-21,111171378304.0
종로3가역,21-24,62948047255.0
종로4가,00-06,10889464.0
종로4가,06-11,572846745.0
종로4가,11-14,4931049069.0
종로4가,14-17,1187076826.0
종로4가,17-21,2895499616.0
종로4가,21-24,601578361.0
종로5가역,00-06,953062263.0
종로5가역,06-11,1909741823.0
종로5가역,11-14,16942378718.0
종로5가역,14-17,4145417716.0
종로5가역,17-21,18570600181.0
종로5가역,21-24,7442243524.0
종로5가역 4번,00-06,0.0
종로5가역 4번,06-11,0.0
종로5가역 4번,11-14,48314615.0
종로5가역 4번,14-17,1685385.0
종로5가역 4번,17-21,0.0
종로5가역 4번,21-24,0.0
종로6가,00-06,29971713.0
종로6가,06-11,523126906.0
종로6가,11-14,4061677532.0
종로6가,14-17,1294802508.0
종로6가,17-21,2808776519.0
종로6가,21-24,746727489.0
종로구청,00-06,830777535.0
종로구청,06-11,2038649501.0
종로구청,11-14,27385304708.0
종로구청,14-17,4755705284.0
종로구청,17-21,17488827666.0
종로구청,21-24,5671459252.0
종로신진시장,00-06,506202651.0
종로신진시장,06-11,343974888.0
종로신진시장,11-14,5976065796.0
종로신진시장,14-17,4489933937.0
종로신진시장,17-21,8864105437.0
종로신진시장,21-24,2607934006.0
종암경찰서,00-06,299682966.0
종암경찰서,06-11,643740570.0
종암경찰서,11-14,3785954785.0
종암경찰서,14-17,2176422979.0
종암경찰서,17-21,7724225620.0
종암경찰서,21-24,3257439034.0
종암동주민센터,00-06,107509058.0
종암동주민센터,06-11,678151092.0
종암동주민센터,11-14,2020288200.0
종암동주민센터,14-17,1140775501.0
종암동주민센터,17-21,3414695060.0
종암동주민센터,21-24,1153973989.0
종암아이파크2차,00-06,11470988.0
종암아이파크2차,06-11,119442423.0
종암아이파크2차,11-14,913173320.0
종암아이파크2차,14-17,523046802.0
종암아이파크2차,17-21,1559859687.0
종암아이파크2차,21-24,375200781.0
종암중학교,00-06,220875507.0
종암중학교,06-11,558746030.0
종암중학교,11-14,3374913424.0
종암중학교,14-17,1238442334.0
종암중학교,17-21,2512820292.0
종암중학교,21-24,521064862.0
종암초등학교,00-06,333815138.0
종암초등학교,06-11,208984322.0
종암초등학교,11-14,883215164.0
종암초등학교,14-17,272353830.0
종암초등학교,17-21,838092653.0
종암초등학교,21-24,338198490.0
중계초등학교,00-06,1388001.0
중계초등학교,06-11,10639916.0
중계초등학교,11-14,387481373.0
중계초등학교,14-17,220312052.0
중계초등학교,17-21,818892328.0
중계초등학교,21-24,253432975.0
중곡1동 마을마당,00-06,332755700.0
중곡1동 마을마당,06-11,123350033.0
중곡1동 마을마당,11-14,1050482139.0
중곡1동 마을마당,14-17,268215023.0
중곡1동 마을마당,17-21,1609723005.0
중곡1동 마을마당,21-24,765815656.0
중곡1동주민센터,00-06,198776563.0
중곡1동주민센터,06-11,66983844.0
중곡1동주민센터,11-14,49422890.0
중곡1동주민센터,14-17,64460105.0
중곡1동주민센터,17-21,77073579.0
중곡1동주민센터,21-24,134728180.0
중곡3동주민센터,00-06,499582662.0
중곡3동주민센터,06-11,184340768.0
중곡3동주민센터,11-14,1500178163.0
중곡3동주민센터,14-17,555715668.0
중곡3동주민센터,17-21,2428802665.0
중곡3동주민센터,21-24,995086538.0
중곡어린이공원,00-06,444101332.0
중곡어린이공원,06-11,271495994.0
중곡어린이공원,11-14,1373975853.0
중곡어린이공원,14-17,401858881.0
중곡어린이공원,17-21,1236201821.0
중곡어린이공원,21-24,462761548.0
중곡역 3번,00-06,146500474.0
중곡역 3번,06-11,744551540.0
중곡역 3번,11-14,2140287296.0
중곡역 3번,14-17,1215854328.0
중곡역 3번,17-21,2515785020.0
중곡역 3번,21-24,765018613.0
"중곡제일시장(중곡제일골목시장, 광성시장)",00-06,401964742.0
"중곡제일시장(중곡제일골목시장, 광성시장)",06-11,220174994.0
"중곡제일시장(중곡제일골목시장, 광성시장)",11-14,1277634034.0
"중곡제일시장(중곡제일골목시장, 광성시장)",14-17,1336507881.0
"중곡제일시장(중곡제일골목시장, 광성시장)",17-21,3877538476.0
"중곡제일시장(중곡제일골목시장, 광성시장)",21-24,1682289625.0
중곡초등학교,00-06,171874683.0
중곡초등학교,06-11,67587001.0
중곡초등학교,11-14,751982755.0
중곡초등학교,14-17,345759991.0
중곡초등학교,17-21,1685961134.0
중곡초등학교,21-24,761345459.0
중구청(퇴계로4가),00-06,6328688.0
중구청(퇴계로4가),06-11,102431083.0
중구청(퇴계로4가),11-14,3184239803.0
중구청(퇴계로4가),14-17,812084649.0
중구청(퇴계로4가),17-21,1987332308.0
중구청(퇴계로4가),21-24,304585312.0
중구회현체육센터(정화예술대남산캠퍼스),00-06,0.0
중구회현체육센터(정화예술대남산캠퍼스),06-11,78147298.0
중구회현체육센터(정화예술대남산캠퍼스),11-14,1217306489.0
중구회현체육센터(정화예술대남산캠퍼스),14-17,130770346.0
중구회현체육센터(정화예술대남산캠퍼스),17-21,268477580.0
중구회현체육센터(정화예술대남산캠퍼스),21-24,133283127.0
중랑노인종합복지관,00-06,302850122.0
중랑노인종합복지관,06-11,293517152.0
중랑노인종합복지관,11-14,1548053716.0
중랑노인종합복지관,14-17,1029465450.0
중랑노인종합복지관,17-21,3734627621.0
중랑노인종합복지관,21-24,1501184963.0
중랑동부시장,00-06,638725975.0
중랑동부시장,06-11,364075366.0
중랑동부시장,11-14,1931610319.0
중랑동부시장,14-17,1343540870.0
중랑동부시장,17-21,4607882705.0
중랑동부시장,21-24,2344414264.0
중랑동부시장(중랑교종합상가),00-06,10019796.0
중랑동부시장(중랑교종합상가),06-11,253737.0
중랑동부시장(중랑교종합상가),11-14,10426903.0
중랑동부시장(중랑교종합상가),14-17,16165875.0
중랑동부시장(중랑교종합상가),17-21,24936720.0
중랑동부시장(중랑교종합상가),21-24,40919344.0
중랑역 1번,00-06,37670463.0
중랑역 1번,06-11,4447502.0
중랑역 1번,11-14,667400532.0
중랑역 1번,14-17,449203838.0
중랑역 1번,17-21,2309998875.0
중랑역 1번,21-24,823366366.0
중랑역 2번,00-06,178973490.0
중랑역 2번,06-11,98382341.0
중랑역 2번,11-14,203315868.0
중랑역 2번,14-17,230810550.0
중랑역 2번,17-21,1043919902.0
중랑역 2번,21-24,633152165.0
중랑역 4번,00-06,453268751.0
중랑역 4번,06-11,189697427.0
중랑역 4번,11-14,1092841219.0
중랑역 4번,14-17,530002806.0
중랑역 4번,17-21,2021702394.0
중랑역 4번,21-24,795120334.0
중림동,00-06,374260900.0
중림동,06-11,908879487.0
중림동,11-14,13093508624.0
중림동,14-17,2064504759.0
중림동,17-21,13087272495.0
중림동,21-24,5879552988.0
중부경찰서(영화인의거리),00-06,306705119.0
중부경찰서(영화인의거리),06-11,2091417300.0
중부경찰서(영화인의거리),11-14,15739724479.0
중부경찰서(영화인의거리),14-17,2939666572.0
중부경찰서(영화인의거리),17-21,10638958748.0
중부경찰서(영화인의거리),21-24,4465926699.0
중부시장(신중부시장),00-06,276515420.0
중부시장(신중부시장),06-11,362047351.0
중부시장(신중부시장),11-14,3555463233.0
중부시장(신중부시장),14-17,873996632.0
중부시장(신중부시장),17-21,2462085312.0
중부시장(신중부시장),21-24,809763661.0
중암중학교,00-06,0.0
중암중학교,06-11,11484749.0
중암중학교,11-14,84563012.0
중암중학교,14-17,25932475.0
중암중학교,17-21,47214865.0
중암중학교,21-24,0.0
중앙고등학교,00-06,739450.0
중앙고등학교,06-11,122891591.0
중앙고등학교,11-14,1981260821.0
중앙고등학교,14-17,1312185283.0
중앙고등학교,17-21,1617544994.0
중앙고등학교,21-24,106986847.0
중앙대학교,00-06,1411213278.0
중앙대학교,06-11,959255675.0
중앙대학교,11-14,6486039149.0
중앙대학교,14-17,2640031167.0
중앙대학교,17-21,8280301616.0
중앙대학교,21-24,3291714119.0
중화역 1번,00-06,34722355.0
중화역 1번,06-11,95613642.0
중화역 1번,11-14,293326620.0
중화역 1번,14-17,612568446.0
중화역 1번,17-21,862270269.0
중화역 1번,21-24,308000325.0
중화역 4번,00-06,472588325.0
중화역 4번,06-11,181769659.0
중화역 4번,11-14,1619222588.0
중화역 4번,14-17,901875680.0
중화역 4번,17-21,3786163042.0
중화역 4번,21-24,1855637088.0
증산역 1번,00-06,231954997.0
증산역 1번,06-11,83999112.0
증산역 1번,11-14,509248849.0
증산역 1번,14-17,581560475.0
증산역 1번,17-21,3171965666.0
증산역 1번,21-24,1725677725.0
증산역 3번,00-06,166752708.0
증산역 3번,06-11,214534137.0
증산역 3번,11-14,903336643.0
증산역 3번,14-17,566000914.0
증산역 3번,17-21,1123355149.0
증산역 3번,21-24,330392461.0
증산역 4번,00-06,32958595.0
증산역 4번,06-11,27899924.0
증산역 4번,11-14,176645369.0
증산역 4번,14-17,92070905.0
증산역 4번,17-21,353248517.0
증산역 4번,21-24,177823963.0
증산종합시장,00-06,614759.0
증산종합시장,06-11,179955800.0
증산종합시장,11-14,927398633.0
증산종합시장,14-17,191686208.0
증산종합시장,17-21,364236011.0
증산종합시장,21-24,34105137.0
지향초등학교,00-06,0.0
지향초등학교,06-11,27203296.0
지향초등학교,11-14,53380690.0
지향초등학교,14-17,41213076.0
지향초등학교,17-21,9692106.0
지향초등학교,21-24,0.0
창2동주민센터,00-06,63252338.0
창2동주민센터,06-11,157715179.0
창2동주민센터,11-14,996328437.0
창2동주민센터,14-17,573841607.0
창2동주민센터,17-21,1661618537.0
창2동주민센터,21-24,595321967.0
창덕궁,00-06,190351298.0
창덕궁,06-11,224653334.0
창덕궁,11-14,1291465059.0
창덕궁,14-17,1216766728.0
창덕궁,17-21,823380968.0
창덕궁,21-24,229961488.0
창동골목시장,00-06,131384661.0
창동골목시장,06-11,334006646.0
창동골목시장,11-14,1231107893.0
창동골목시장,14-17,1012685324.0
창동골목시장,17-21,3063124496.0
창동골목시장,21-24,894430485.0
창동신창시장,00-06,14815182.0
창동신창시장,06-11,391203890.0
창동신창시장,11-14,1239107247.0
창동신창시장,14-17,978739353.0
창동신창시장,17-21,2087768647.0
창동신창시장,21-24,263089553.0
창동역,00-06,1601831178.0
창동역,06-11,1375378317.0
창동역,11-14,8128516018.0
창동역,14-17,4125357381.0
창동역,17-21,11593194797.0
창동역,21-24,4980481736.0
창동역 2번,00-06,501451491.0
