commercial_area,lunch_sales,total_sales,total_shops,lunch_per_shop,total_per_shop,lunch_index
홍은종합사회복지관,984246604.0,2548990571.0,540.0,1822678.8962962963,4720352.90925926,0.3861319124510798
봉은사역,14575057544.0,37754200804.0,2214.0,6583133.48870822,17052484.554652214,0.3860512799533501
상도약수골목형상점가,384053663.0,995694304.0,312.0,1230941.2275641025,3191327.8974358975,0.3857144320873809
중앙고등학교,1981260821.0,5141608986.0,690.0,2871392.4942028983,7451607.226086956,0.38533868024479134
포스코사거리,90688235900.0,235379835428.0,10032.0,9039895.923046252,23462902.25558214,0.3852846431602697
삼선중학교,1459922315.0,3793978021.0,828.0,1763191.2016908212,4582099.0591787435,0.38479988732649545
충신시장옆,710754106.0,1848258442.0,162.0,4387371.024691358,11409002.728395062,0.3845534205870545
명동 남대문 북창동 다동 무교동 관광특구,266150241793.0,692435812750.0,32748.0,8127221.259099793,21144369.511115182,0.3843681058840497
한영중고,2544796391.0,6622082571.0,1104.0,2305069.194746377,5998263.198369565,0.38428943821153694
오류동역 1번,428235878.0,1115558693.0,72.0,5947720.527777778,15493870.736111112,0.38387570343643046
역삼역,116646233563.0,304156558362.0,20598.0,5662988.327167686,14766315.096708419,0.38350721152022765
동부시장,1032476877.0,2693723272.0,138.0,7481716.5,19519733.855072465,0.38328988271813835
동대문문구완구거리(동대문문구완구시장),1457065577.0,3806228476.0,660.0,2207675.1166666667,5767012.842424243,0.38281085494143624
당산반도유보라팰리스아파트,831781017.0,2174875865.0,546.0,1523408.456043956,3983289.13003663,0.3824498815705971
혜화역 1번,553404704.0,1449708857.0,540.0,1024823.5259259259,2684646.0314814816,0.3817350644771566
성신여대입구역 4번,2953353599.0,7736781540.0,612.0,4825741.174836601,12641799.901960785,0.38172896361760267
구역삼세무서,22128861642.0,57987337760.0,6204.0,3566870.026112186,9346766.241134752,0.3816154094465881
선정릉역,14553306938.0,38160516701.0,4110.0,3540950.593187348,9284797.25085158,0.3813708040703398
법제교육센터(버들어린이공원),798904336.0,2095978192.0,402.0,1987324.2189054727,5213876.099502487,0.3811606146711283
북정마을,83708558.0,219775842.0,96.0,871964.1458333334,2289331.6875,0.3808815256410211
청량초등학교,121968118.0,320412971.0,210.0,580800.5619047619,1525776.0523809523,0.3806591150768363
용강동주민센터,1910424348.0,5024750975.0,348.0,5489725.137931035,14438939.583333334,0.3802027916418286
수서역,21203357317.0,55776823724.0,2010.0,10548933.988557214,27749663.544278607,0.3801463744497248
영등포전통시장,2022938092.0,5324294079.0,732.0,2763576.6284153005,7273625.790983606,0.379944845642325
교대입구교차로,17777803454.0,46886062676.0,3822.0,4651439.940868655,12267415.66614338,0.3791703213991583
청계산원터골,1310785625.0,3458052074.0,342.0,3832706.5058479533,10111263.374269007,0.3790531770343722
NH농협은행 보광동지점,379353907.0,1000897480.0,426.0,890502.1291079812,2349524.600938967,0.3790137497398835
홍연시장,282427674.0,746574958.0,342.0,825811.9122807018,2182967.7134502926,0.37829781319828304
경수초등학교,8485748273.0,22464651672.0,3288.0,2580823.684002433,6832314.98540146,0.3777378076855141
금천어울림복지센터,538012820.0,1425557267.0,84.0,6404914.523809524,16970919.845238097,0.37740526631540783
상계중앙시장,1407718342.0,3731547627.0,1260.0,1117236.7793650795,2961545.7357142856,0.3772478560408309
영진시장A동,12747732.0,33804668.0,90.0,141641.46666666667,375607.4222222222,0.3770997543889501
구로초등학교,2779427246.0,7381751403.0,1830.0,1518812.7027322405,4033743.9360655737,0.37652680160299357
마포농수산물시장,709714323.0,1884947853.0,84.0,8448980.035714285,22439855.39285714,0.37651668817811057
서울남부지방법원,5548394291.0,14757551439.0,2412.0,2300329.3080431176,6118387.827114427,0.37596984255377053
고려대역 6번,4120521602.0,10969184775.0,1776.0,2320113.5146396398,6176342.778716216,0.3756451993945011
대진고등학교,1364452308.0,3635697977.0,792.0,1722793.3181818181,4590527.748737373,0.37529308447284154
고덕중학교(고덕2동주민센터),1504743046.0,4012170538.0,402.0,3743141.9054726367,9980523.726368159,0.37504463774615354
신월중앙시장,1383695644.0,3690572978.0,288.0,4804498.763888889,12814489.506944444,0.3749270512325309
구로나눔길,5307474466.0,14181160521.0,1494.0,3552526.416331995,9492075.315261044,0.37426235025973303
장지동주민센터(한림연예예술고교),1338214122.0,3576767375.0,918.0,1457749.5882352942,3896260.75708061,0.374140664375748
도신초등학교,375142676.0,1005945515.0,516.0,727020.6899224806,1949506.8120155039,0.37292544218958024
상계주공1단지(가)상가,30069159.0,80647268.0,84.0,357966.1785714286,960086.5238095238,0.372847831621525
가오리역 2번,1313568334.0,3527262051.0,582.0,2256990.264604811,6060587.716494845,0.37240452084573517
신길새마을금고신길4동지점,133068664.0,357401694.0,210.0,633660.3047619048,1701912.8285714285,0.3723224210571313
포이사거리(삼호물산),30560673718.0,82081674527.0,6948.0,4398484.991076569,11813712.511082325,0.37232030040940933
대왕초등학교(세곡동사거리서남측),1690969625.0,4545109823.0,372.0,4545617.271505376,12218037.15860215,0.37204153273547863
역삼역 8번,1348237302.0,3625898067.0,294.0,4585841.1632653065,12332986.622448979,0.3718354121067464
회현역,7990229377.0,21504638698.0,1902.0,4200961.817560462,11306329.494216613,0.37155841068574275
왕십리역 9번,1388615265.0,3737578446.0,534.0,2600403.117977528,6999210.573033708,0.3715280588922788
광운대학교 남단,570785531.0,1540762709.0,534.0,1068886.7621722845,2885323.425093633,0.37045648084931676
석촌중학교(방이육교),12166655.0,32846045.0,78.0,155982.7564102564,421103.141025641,0.3704146115613006
베르사이유1아파트,484780324.0,1309118523.0,114.0,4252458.98245614,11483495.815789474,0.37031049174147235
잠실역,61155690802.0,165175162346.0,11484.0,5325295.263148729,14383068.82149077,0.3702474992813651
중림동,13093508624.0,35407979253.0,2700.0,4849447.638518519,13114066.39,0.36978977338534874
굽은다리역 3번,2918096899.0,7903880591.0,1092.0,2672249.9075091574,7237985.889194139,0.36919799905919404
여의도역(여의도),179607769306.0,486980191655.0,22950.0,7826046.59285403,21219180.464270152,0.36881945587068704
후암동주민센터,6500812358.0,17636569150.0,2466.0,2636176.9497161396,7151893.410381184,0.36859846734987006
동일여자고등학교,1585220611.0,4307402793.0,516.0,3072132.9670542637,8347679.8313953485,0.368022376169732
망원역 1번,1857569147.0,5047827540.0,1386.0,1340237.4797979798,3642011.212121212,0.36799378193495097
목동신시가지,14950435728.0,40629911253.0,7266.0,2057588.181668043,5591785.198596202,0.3679662412970715
충정로역 3번,2416179583.0,6567511801.0,696.0,3471522.389367816,9436080.173850575,0.36789878057502706
신내역 1번,785159956.0,2135441820.0,192.0,4089374.7708333335,11122092.8125,0.36768033137048894
국립4.19민주묘지,1580942105.0,4306296678.0,216.0,7319176.412037037,19936558.694444444,0.36712335986433864
한성백제역 3번,2298663445.0,6264043078.0,954.0,2409500.4664570233,6566082.890985325,0.3669616278778727
신월4동주민센터,952505620.0,2602325598.0,726.0,1311991.2121212122,3584470.520661157,0.3660209240273553
서일대학교,2580252952.0,7055928039.0,1404.0,1837787.0028490028,5025589.771367521,0.3656858371766623
대광초등학교,122796367.0,335984043.0,156.0,787156.1987179487,2153743.8653846155,0.36548273514287105
삼호가든사거리,6918591952.0,18937918220.0,780.0,8869989.682051282,24279382.333333332,0.3653301208521113
구로보건소,3528789778.0,9668810137.0,2682.0,1315730.7151379567,3605074.6222967934,0.36496629140500414
충무로역,40002606689.0,109758529685.0,9006.0,4441772.894625805,12187267.342327338,0.3644601180774281
배문고등학교,1296448187.0,3565240522.0,792.0,1636929.5290404041,4501566.315656566,0.36363554688667366
서초동성당,1331644023.0,3666884018.0,366.0,3638371.6475409837,10018808.792349726,0.36315411571874817
면곡골목시장,421414341.0,1160849537.0,300.0,1404714.47,3869498.4566666665,0.3630223621306402
광흥창역 1번,396913285.0,1095732114.0,336.0,1181289.5386904762,3261107.4821428573,0.36223569605079586
이북5도청사,737037881.0,2035507271.0,354.0,2082027.9124293786,5750020.539548023,0.36209051743544474
KB국민은행 종암동지점,636853881.0,1759543083.0,216.0,2948397.597222222,8146032.791666667,0.3619427606820355
고척동성당,1245814624.0,3443301187.0,804.0,1549520.6766169155,4282712.919154229,0.3618082056555223
문정초등학교,1656297818.0,4578386908.0,888.0,1865200.2454954954,5155841.112612613,0.36176449288413876
KB국민은행 서강지점,1320544401.0,3651514138.0,234.0,5643352.141025641,15604761.273504274,0.3616429653818309
금천세무서,103445970.0,286462780.0,264.0,391840.79545454547,1085086.2878787878,0.36111487153758687
선유도역 골목형상점가,10895394176.0,30231637781.0,2064.0,5278776.2480620155,14647111.328003876,0.3603970864869102
대방역 6번,596996175.0,1660518578.0,222.0,2689171.9594594594,7479813.414414414,0.3595239360218709
교대역(법원.검찰청),86807620691.0,241493398062.0,12804.0,6779726.701890035,18860777.730552953,0.35946167219326375
포이초등학교(개포목련어린이공원),1357948402.0,3784419860.0,582.0,2333244.676975945,6502439.621993127,0.3588260426262534
서빙고역 1번,30558414.0,85288230.0,96.0,318316.8125,888419.0625,0.3582957929833929
영등포청과시장(조광시장),1486758622.0,4164056176.0,780.0,1906100.7974358974,5338533.558974359,0.35704576479277544
미림여고,100774311.0,282438636.0,72.0,1399643.2083333333,3922758.8333333335,0.35680072821198583
한양공고앞 교차로,316401099.0,887262591.0,336.0,941669.9375,2640662.473214286,0.35660367315091723
영동대교남단교차로,3926091882.0,11013951364.0,852.0,4608089.063380281,12927172.962441314,0.356465336757592
마포역,11190758710.0,31414422053.0,3504.0,3193709.6775114154,8965303.097317351,0.3562299726896077
오금역,8098200571.0,22747995810.0,3126.0,2590595.192258477,7277030.009596929,0.3559962222008164
신정역 1번,281020151.0,789779913.0,264.0,1064470.268939394,2991590.5795454546,0.35582083865938996
명동(명동거리),70426736079.0,198659178904.0,9882.0,7126769.487856709,20103134.882007692,0.3545103552100806
양화대교북단,588831856.0,1662900864.0,288.0,2044555.0555555555,5773961.333333333,0.3540991942139011
화원어린이공원,151122843.0,427321862.0,180.0,839571.35,2374010.3444444444,0.35365109169162984
원신초등학교(구세군관악영문교회),64438945.0,182479023.0,282.0,228506.89716312056,647088.7340425532,0.35313069930235214
한국의류시험연구원,710535658.0,2013896579.0,654.0,1086445.9602446484,3079352.5672782874,0.3528163587987306
선유도역 1번,7490438189.0,21267301785.0,3222.0,2324779.0779019245,6600652.323091248,0.3522044434561542
논현로18길,426678852.0,1211811876.0,96.0,4444571.375,12623040.375,0.35209990960676146
북촌(안국역),43676787098.0,124121232517.0,6246.0,6992761.302913865,19872115.35654819,0.35188811948042736
푸른동산공원,405968926.0,1156541692.0,660.0,615104.4333333333,1752335.896969697,0.35101970712180774
언북초등학교,856901709.0,2441867102.0,306.0,2800332.382352941,7979957.849673202,0.35092069846805285
촬영소사거리,1658629322.0,4726875470.0,606.0,2737012.0825082506,7800124.537953795,0.35089338243133367
효창동주민센터,548045777.0,1562387939.0,282.0,1943424.7411347518,5540382.762411348,0.35077445448713235
가인초등학교,1419750843.0,4062959461.0,234.0,6067311.294871795,17363074.61965812,0.34943760985755995
신림역 1번,781238684.0,2239286658.0,48.0,16275805.916666666,46651805.375,0.34887837214095524
굽은다리역 2번,943359131.0,2708930369.0,300.0,3144530.4366666665,9029767.896666666,0.3482404501036475
동대부고,1846057823.0,5303901852.0,1086.0,1699869.0819521178,4883887.524861879,0.3480565580797629
서울약령시장,2737882969.0,7870476842.0,1254.0,2183319.7519936203,6276297.322169059,0.34786748299538417
응봉산,53701726.0,154722558.0,108.0,497238.2037037037,1432616.2777777778,0.34708401085250934
언주역(차병원),15826973793.0,45609617055.0,5682.0,2785458.252903907,8027035.736536431,0.3470095741850775
신동시장,10613812.0,30589550.0,36.0,294828.1111111111,849709.7222222222,0.3469750944358449
강남구청역,32183261120.0,92944320874.0,5544.0,5805061.52958153,16764848.642496392,0.3462638794642359
양천향교역 5번,3136821885.0,9066912361.0,1428.0,2196653.981092437,6349378.404061625,0.3459636268783827
대림성모병원,3823500606.0,11056926414.0,948.0,4033228.4873417723,11663424.487341773,0.34580139749856525
영등포시장역 4번,674247668.0,1950980071.0,330.0,2043174.7515151515,5912060.821212121,0.34559433897979575
내방역,20995297535.0,60848819333.0,3852.0,5450492.610332295,15796682.069833852,0.34504034367703285
KB국민은행 중화동지점,688494339.0,1998396473.0,144.0,4781210.6875,13877753.284722222,0.3445233957836354
청량리종합시장,1071542278.0,3113615537.0,324.0,3307229.25308642,9609924.49691358,0.34414726714539773
고려대역 4번,396374812.0,1155052541.0,312.0,1270432.0897435897,3702091.4775641025,0.34316604477302304
연희파출소,2390142101.0,6967652660.0,714.0,3347537.956582633,9758617.170868346,0.3430340485715314
강북문화예술회관,968214672.0,2829063859.0,438.0,2210535.7808219176,6459049.906392694,0.3422385355211594
화계중학교,130431841.0,381131942.0,120.0,1086932.0083333333,3176099.5166666666,0.34222227692477164
서울시립대,2316939218.0,6776240801.0,954.0,2428657.461215933,7102977.7788259955,0.3419210276084166
미아초등학교,402849133.0,1178489515.0,240.0,1678538.0541666667,4910372.979166667,0.34183514394695313
등마루시장,332160499.0,971760298.0,96.0,3460005.1979166665,10122503.104166666,0.3418132019631039
포방터시장,897508339.0,2633721236.0,864.0,1038782.7997685185,3048288.467592593,0.34077575361130585
서강대역 1번,4646336358.0,13665816759.0,2280.0,2037866.8236842104,5993779.280263158,0.33999697492943676
대치역,14022222393.0,41261655414.0,1458.0,9617436.483539095,28300175.18106996,0.3398366413636979
서울교통공사,846853003.0,2492637384.0,204.0,4151240.2107843137,12218810.705882354,0.3397417564367236
반포4동주민센터(몽마르뜨공원),1459496990.0,4298172438.0,48.0,30406187.291666668,89545259.125,0.3395622234921604
독산동,16106413045.0,47453391100.0,4752.0,3389396.684553872,9985982.975589225,0.3394154278891988
남부터미널역,18033979231.0,53135912285.0,4656.0,3873277.3262457047,11412352.294888316,0.33939342443718434
세검정,481178115.0,1418172945.0,234.0,2056316.7307692308,6060568.141025641,0.3392943834505318
신림현대종합상가,106576475.0,314172197.0,102.0,1044867.4019607843,3080119.5784313725,0.3392294926721348
구로시장,617398508.0,1820386471.0,990.0,623634.8565656566,1838774.2131313132,0.3391579303821359
종로5가역,16942378718.0,49963444225.0,4266.0,3971490.5574308485,11712012.242147211,0.33909549233042285
덕성여대시반거리,1654298367.0,4879233177.0,816.0,2027326.4301470588,5979452.422794118,0.33904884374006217
보문역 4번,685151247.0,2022437440.0,480.0,1427398.43125,4213411.333333333,0.3387750016138942
새터산,640630084.0,1891747441.0,372.0,1722123.8817204302,5085342.583333333,0.33864461508739
강동구청역,14656744042.0,43373795355.0,4338.0,3378686.9621945596,9998569.699170124,0.33791702852008815
명지대학교교회,3058709844.0,9073078834.0,2490.0,1228397.5277108434,3643806.7606425704,0.337119284419523
방학동도깨비시장,2232538028.0,6628155780.0,1080.0,2067164.8407407408,6137181.277777778,0.336826426852629
노량진역 6번,2302591352.0,6837593554.0,1728.0,1332518.1435185184,3956940.7141203703,0.3367546394524988
관악우성아파트,684190382.0,2033483262.0,510.0,1341549.768627451,3987222.0823529414,0.3364622639318287
삼광초등학교,1594448726.0,4740853377.0,342.0,4662130.777777778,13862144.377192982,0.3363210374181543
우림시장,434505100.0,1293687297.0,282.0,1540798.2269503546,4587543.606382979,0.33586563074987047
방배동가구거리(사당동가구거리),547039673.0,1629612906.0,360.0,1519554.6472222223,4526702.516666667,0.33568688059960666
금천구청역 1번 출입구,4283327669.0,12761231577.0,1776.0,2411783.59740991,7185378.140202703,0.33565158998603134
한일병원,527591647.0,1572536994.0,162.0,3256738.561728395,9707018.481481481,0.3355034883204789
정곡초등학교,151839008.0,452650907.0,72.0,2108875.111111111,6286818.152777778,0.33544394952466094
리움미술관,2194683333.0,6552204107.0,534.0,4109893.882022472,12270045.144194756,0.33495344423952333
장충동족발거리(남소영길),8822634582.0,26437989094.0,1266.0,6968905.672985782,20883087.751974724,0.33371050084903253
금천구립가산도서관,256693849.0,771521909.0,264.0,972325.1856060605,2922431.4734848486,0.3327110299857991
방이동고분군(방산고등학교),1435039397.0,4313187056.0,702.0,2044215.6652421653,6144141.105413105,0.3327097522941282
언북중학교,1916457133.0,5769025186.0,756.0,2534996.2076719576,7630985.695767196,0.33219774072936414
서울역 15번,3467159913.0,10448860014.0,1362.0,2545638.702643172,7671703.387665198,0.331821835908845
언주역 6번,282995075.0,855082290.0,654.0,432714.18195718655,1307465.2752293579,0.3309565386975796
송파역 2번,162488331.0,491556711.0,288.0,564195.59375,1706794.1354166667,0.3305586667089568
윗방죽마을공원,2295517804.0,6944782548.0,558.0,4113831.1899641575,12445846.860215053,0.3305384708785557
금강수목원아파트,153188658.0,463742673.0,96.0,1595715.1875,4830652.84375,0.3303311662241616
신설동역,20946986230.0,63426403027.0,5760.0,3636629.5538194445,11011528.303298611,0.3302565687208066
영등포구청역 6번,1858019388.0,5634528987.0,1062.0,1749547.4463276835,5305582.850282486,0.3297559374149689
연희어린이공원,58391653.0,177080688.0,36.0,1621990.361111111,4918908.0,0.3297460251566224
성수동카페거리,12033416364.0,36520736752.0,4470.0,2692039.455033557,8170187.192841163,0.3294954437999121
문정역 2번,4130994516.0,12547616525.0,1152.0,3585932.7395833335,10892028.233506944,0.3292254355852655
경기대학교,25744816.0,78277358.0,162.0,158918.61728395062,483193.56790123455,0.3288922449324363
장위1동주민센터,303947524.0,924568204.0,288.0,1055373.3472222222,3210306.263888889,0.32874537831283673
대치사거리,7480968565.0,22774264908.0,1980.0,3778266.952020202,11502153.993939394,0.32848342614879006
강남 마이스 관광특구,45194297541.0,137653323335.0,4392.0,10290140.605874317,31341831.36042805,0.32831969796336047
홍대부중,925147755.0,2819767090.0,432.0,2141545.7291666665,6527238.634259259,0.32809367776542137
영천시장,1865902432.0,5688845104.0,774.0,2410726.6563307494,7349929.074935401,0.32799318629505786
중곡어린이공원,1373975853.0,4190395429.0,336.0,4089213.848214286,12471414.967261905,0.32788692052575263
신사은행나무공원,568617989.0,1734382022.0,492.0,1155727.6199186991,3525166.711382114,0.32785048610242107
문정역 1번,4067544139.0,12413060736.0,906.0,4489563.067328919,13700950.0397351,0.32768260991452547
관악신사시장,1305663655.0,3985204560.0,750.0,1740884.8733333333,5313606.08,0.32762776297736645
독립문역 1번,1450629174.0,4437101484.0,216.0,6715875.805555556,20542136.5,0.3269317096376784
용마문화복지센터,1593199364.0,4878727240.0,468.0,3404272.1452991455,10424630.854700854,0.3265604502210294
공항시장역 1번,2902614559.0,8896678187.0,1098.0,2643546.9571948997,8102621.299635701,0.32625823908538776
숭곡초등학교,2832529553.0,8688598976.0,1830.0,1547830.356830601,4747868.292896175,0.32600532730583237
상도4동주민센터,675846286.0,2074092136.0,354.0,1909170.2994350283,5859017.333333333,0.32585162166585646
응암1동주민센터,1581464271.0,4857452675.0,300.0,5271547.57,16191508.916666666,0.32557481808096056
도봉구민회관,1326599458.0,4077557153.0,144.0,9212496.236111112,28316369.118055556,0.32534172010905477
상월곡역 2번,1594664231.0,4909179871.0,630.0,2531213.065079365,7792349.0015873015,0.3248331234347636
창덕궁,1291465059.0,3976578875.0,900.0,1434961.1766666668,4418420.972222222,0.3247678719814152
연신내역 3번,425970856.0,1311862651.0,258.0,1651049.8294573643,5084738.957364341,0.32470690104279826
장미제일시장(중화동제일시장),277423140.0,855402578.0,378.0,733923.6507936508,2262969.783068783,0.3243188027894861
동대문역사문화공원역 5번,3775985337.0,11644611730.0,1218.0,3100152.1650246307,9560436.559934318,0.3242688914454686
북창동(시청역_6번),57316431704.0,176912374511.0,4650.0,12326114.344946237,38045671.93784946,0.3239820383533216
방배역,18188430444.0,56150222334.0,4236.0,4293774.892351274,13255482.137393767,0.3239244599212667
강남구청역 2번,1222429945.0,3775346044.0,210.0,5821094.976190476,17977838.304761905,0.3237928207780468
방배노인종합복지관(이수중학교),508314982.0,1570894676.0,390.0,1303371.7487179488,4027935.066666667,0.32358310825416536
뚝섬역,27367011435.0,84610630802.0,7332.0,3732543.8400163664,11539911.456901254,0.32344648864564557
염곡동 구룡사(포이동성당),6754897138.0,20912935753.0,1596.0,4232391.69047619,13103343.203634085,0.3230009032582141
북한산우이역 2번,3051799483.0,9449393302.0,822.0,3712651.4391727494,11495612.289537713,0.322962478697344
고대앞사거리,912832652.0,2826800579.0,720.0,1267823.1277777778,3926111.9152777777,0.3229207814592004
연희대우아파트앞,2814362259.0,8719142878.0,1314.0,2141828.203196347,6635572.96651446,0.32277969272658136
신림우방아파트,82727225.0,256347974.0,162.0,510661.8827160494,1582394.9012345679,0.32271456531971654
금천해태공원,727779922.0,2255801130.0,450.0,1617288.7155555557,5012891.4,0.32262592314598226
서대문소방서,1239139697.0,3841813421.0,324.0,3824505.237654321,11857448.830246914,0.3225403113609457
금산초등학교(금천고등학교),1665651664.0,5166078472.0,984.0,1692735.430894309,5250079.74796748,0.32242089875865904
난우중학교,418206915.0,1298422002.0,294.0,1422472.5,4416401.367346939,0.32208859242667087
마곡역(마곡),15370400243.0,47737452710.0,2862.0,5370510.217679944,16679752.86862334,0.3219778050658371
삼각지역 14번,1080706482.0,3360415020.0,174.0,6210956.793103448,19312730.0,0.32159911069555924
전곡시장,977358495.0,3043214061.0,264.0,3702115.5113636362,11527325.988636363,0.3211599563518184
불광역 7번,2091550013.0,6513709575.0,1068.0,1958380.1619850188,6098979.002808989,0.32109967276212187
구로창업지원센터,1603871216.0,4995906059.0,756.0,2121522.7724867724,6608341.347883598,0.3210371045930029
영중로,3156592777.0,9833989554.0,942.0,3350947.746284501,10439479.356687898,0.32098801403709526
영동초등학교,1122829329.0,3500556365.0,456.0,2462345.0197368423,7676658.695175438,0.32075739166108247
신정2동주민센터,4295205129.0,13393241355.0,1542.0,2785476.737354086,8685629.931906614,0.3206994494575059
숙대입구,12882867426.0,40199262452.0,4158.0,3098332.714285714,9667932.287638288,0.3204752187029006
장미원골목시장,949881868.0,2970624086.0,318.0,2987049.8993710694,9341585.176100628,0.3197583539689916
한성대입구역 5번,983658665.0,3078541092.0,888.0,1107723.7218468469,3466825.554054054,0.3195210444181396
누원고등학교,669929553.0,2103088386.0,144.0,4652288.5625,14604780.458333334,0.3185456005841877
천호역 1번(천호문구완구거리),1342843456.0,4219264167.0,480.0,2797590.533333333,8790133.68125,0.3182648449705377
돌곶이역 8번,2387976085.0,7504148476.0,1134.0,2105799.0167548503,6617414.8818342155,0.3182207938232165
암사역 3번(천호동자전거거리),2921121713.0,9183594779.0,1458.0,2003512.8347050755,6298761.851165981,0.3180804231127106
숭실대입구역 4번,5518821402.0,17360648372.0,1890.0,2920011.3238095236,9185528.23915344,0.3178925857919565
갈산공원,1091866921.0,3435522270.0,72.0,15164818.347222222,47715587.083333336,0.3178168660219455
제기동역 6번,5262771660.0,16571025190.0,1584.0,3322456.856060606,10461505.801767677,0.3175887791888632
장스여성병원,2891233814.0,9107762352.0,996.0,2902845.1947791167,9144339.710843373,0.31744721724816477
방이역 1번,4880981686.0,15376170393.0,918.0,5316973.51416122,16749640.950980391,0.3174380591035897
천일초등학교,26531841.0,83588735.0,294.0,90244.35714285714,284315.42517006805,0.31740928966086157
양천향교역 7번,5856601259.0,18472094221.0,2166.0,2703878.6975992615,8528206.011542013,0.3170512876846375
서문여고,286636688.0,904420077.0,72.0,3981065.111111111,12561389.958333334,0.31692870966640424
백운시장,10149012.0,32027311.0,72.0,140958.5,444823.7638888889,0.3168861725544177
서서울 골목형상점가,1066842882.0,3367023721.0,636.0,1677425.9150943395,5294062.454402516,0.3168504205497992
석관고등학교,393707207.0,1242746088.0,366.0,1075702.7513661203,3395481.1147540985,0.3168042215555138
대림3동사거리,5610156821.0,17764562250.0,2400.0,2337565.3420833335,7401900.9375,0.315806083034779
남가좌동현대아파트,150535545.0,477209304.0,144.0,1045385.7291666666,3313953.5,0.31544972769432844
동대문구청,2749674487.0,8730465376.0,1206.0,2279995.428689884,7239191.854063018,0.31495165132420544
상계백병원,1508714314.0,4794674300.0,552.0,2733178.105072464,8686004.166666666,0.3146646090225566
양재역,47224975950.0,150175939938.0,7542.0,6261598.508353222,19911951.72871917,0.31446432743818215
연희동,19434715068.0,61829527589.0,4938.0,3935746.2673147023,12521168.001012556,0.31432740675601734
화랑대철도공원,329266982.0,1048385858.0,312.0,1055342.891025641,3360211.0833333335,0.31407041547483366
홍제역 2번,878009440.0,2796386095.0,612.0,1434655.9477124184,4569258.325163399,0.3139800478803339
광운대역 1번,2487529341.0,7926264543.0,1110.0,2241017.4243243244,7140778.867567567,0.31383375201586433
배화여자대학교(박노수미술관),5633925409.0,17957694506.0,2952.0,1908511.317411924,6083229.846205962,0.3137332248924048
군자역 5번,1752137359.0,5586349185.0,570.0,3073925.1912280703,9800612.605263159,0.31364622958133254
동묘시장(동묘벼룩시장),2278110777.0,7264270480.0,444.0,5130880.128378378,16360969.54954955,0.3136048944311886
방배역 3번,8764994.0,27950789.0,60.0,146083.23333333334,465846.48333333334,0.3135866397188287
사당역 11번(사당역먹자골목),372283810.0,1188470286.0,666.0,558984.6996996996,1784489.9189189188,0.31324620765487105
대흥역 3번,7089030117.0,22653749096.0,2226.0,3184649.6482479787,10176886.386343217,0.31292966506156455
서울세관,9939417730.0,31810096485.0,2136.0,4653285.45411985,14892367.268258426,0.312461099723068
홍익대,220444981.0,705739029.0,138.0,1597427.3985507246,5114050.934782608,0.3123604787910915
코엑스,16933805351.0,54219322707.0,2058.0,8228282.483479106,26345637.85568513,0.31232048844486504
서촌(경복궁역),20359140540.0,65230843673.0,6396.0,3183105.150093809,10198693.507348342,0.31210910964236
방배아이파크아파트,1310877454.0,4202440330.0,498.0,2632284.044176707,8438635.200803213,0.31193243712278956
강남언주로,5952412398.0,19092940043.0,2088.0,2850772.221264368,9144128.373084292,0.311759864357942
학동근린공원,39412930.0,126631136.0,102.0,386401.2745098039,1241481.7254901961,0.31124201554979336
강북중학교,1226409241.0,3940480552.0,900.0,1362676.9344444445,4378311.724444444,0.31123342059829057
신정네거리역 4번,661712835.0,2126509143.0,150.0,4411418.9,14176727.62,0.3111732847132179
난향초등학교,173339807.0,557176773.0,222.0,780809.9414414414,2509805.2837837837,0.3111037921891263
가산초등학교(세일중학교),1956039212.0,6293759596.0,1326.0,1475142.693815988,4746425.034690799,0.3107902648908232
떡전교사거리,373144289.0,1201967891.0,504.0,740365.6527777778,2384856.926587302,0.3104444734289495
약수역 7번,1381333201.0,4449560240.0,246.0,5615175.613821139,18087643.252032522,0.310442633989376
청량리청과물시장,5339404571.0,17207676052.0,1164.0,4587117.3290378,14783226.84879725,0.3102920205415778
오산고등학교,775977993.0,2503275736.0,588.0,1319690.4642857143,4257271.659863946,0.30998502555692886
군자역 4번,401448371.0,1295881964.0,558.0,719441.5250896057,2322369.111111111,0.3097877601142383
성북구청,5899622527.0,19045369633.0,1866.0,3161641.2256162916,10206521.77545552,0.30976676434663136
이수역 5번,1204167802.0,3896667444.0,600.0,2006946.3366666667,6494445.74,0.3090250372415409
뚝섬유원지역 1번,440410819.0,1425659450.0,72.0,6116816.930555556,19800825.694444444,0.30891726562048183
관성묘,592155481.0,1917394545.0,96.0,6168286.260416667,19972859.84375,0.30883340236059764
강남구청역 4번,105340032.0,341275982.0,54.0,1950741.3333333333,6319925.592592592,0.3086652373913615
강동성심병원,1441419583.0,4672360971.0,72.0,20019716.430555556,64893902.375,0.30849919172479967
수궁동주민센터,1264080761.0,4098180296.0,588.0,2149797.212585034,6969694.380952381,0.30844927985081505
신길3동주민센터,1271420120.0,4122491570.0,792.0,1605328.4343434344,5205166.123737373,0.30841060519136493
용두초등학교,242792501.0,787328606.0,210.0,1156154.7666666666,3749183.838095238,0.3083750535033907
영동교골목시장,177239088.0,574776022.0,168.0,1054994.5714285714,3421285.845238095,0.30836200748819687
