commercial_area,week,total_sales
논현2동주민센터,FRIDAY,2297172961.0
논현2동주민센터,SATURDAY,1268556368.0
논현2동주민센터,SUNDAY,742245360.0
논현로18길,MONDAY,194284772.0
논현로18길,TUESDAY,191038382.0
논현로18길,WEDNESDAY,123901892.0
논현로18길,THURSDAY,218166473.0
논현로18길,FRIDAY,213475257.0
논현로18길,SATURDAY,185302559.0
논현로18길,SUNDAY,85642541.0
논현목련공원,MONDAY,44159010.0
논현목련공원,TUESDAY,38872048.0
논현목련공원,WEDNESDAY,33224331.0
논현목련공원,THURSDAY,35718088.0
논현목련공원,FRIDAY,34774522.0
논현목련공원,SATURDAY,21302031.0
논현목련공원,SUNDAY,21762203.0
논현역,MONDAY,16383928565.0
논현역,TUESDAY,18407038275.0
논현역,WEDNESDAY,17697452743.0
논현역,THURSDAY,18778567254.0
논현역,FRIDAY,19891691608.0
논현역,SATURDAY,13665908464.0
논현역,SUNDAY,8558378281.0
논현역 4번,MONDAY,461300594.0
논현역 4번,TUESDAY,564848790.0
논현역 4번,WEDNESDAY,587656301.0
논현역 4번,THURSDAY,658228545.0
논현역 4번,FRIDAY,724512868.0
논현역 4번,SATURDAY,660240698.0
논현역 4번,SUNDAY,450866687.0
논현역 5번,MONDAY,117088517.0
논현역 5번,TUESDAY,120740421.0
논현역 5번,WEDNESDAY,131217917.0
논현역 5번,THURSDAY,134161137.0
논현역 5번,FRIDAY,138490972.0
논현역 5번,SATURDAY,83384145.0
논현역 5번,SUNDAY,66360067.0
논현종합시장,MONDAY,15887904.0
논현종합시장,TUESDAY,22900632.0
논현종합시장,WEDNESDAY,15843079.0
논현종합시장,THURSDAY,22004153.0
논현종합시장,FRIDAY,16042545.0
논현종합시장,SATURDAY,5080812.0
논현종합시장,SUNDAY,2485496.0
논현초등학교,MONDAY,1119910731.0
논현초등학교,TUESDAY,1218066447.0
논현초등학교,WEDNESDAY,1017606233.0
논현초등학교,THURSDAY,1130552473.0
논현초등학교,FRIDAY,1152429683.0
논현초등학교,SATURDAY,531846767.0
논현초등학교,SUNDAY,328103997.0
누원고등학교,MONDAY,246661514.0
누원고등학교,TUESDAY,277764995.0
누원고등학교,WEDNESDAY,288116769.0
누원고등학교,THURSDAY,280723533.0
누원고등학교,FRIDAY,307863571.0
누원고등학교,SATURDAY,378486221.0
누원고등학교,SUNDAY,323471783.0
능동로골목시장,MONDAY,707574533.0
능동로골목시장,TUESDAY,719327497.0
능동로골목시장,WEDNESDAY,817986956.0
능동로골목시장,THURSDAY,738355402.0
능동로골목시장,FRIDAY,819038897.0
능동로골목시장,SATURDAY,1030046253.0
능동로골목시장,SUNDAY,938947016.0
능동우편취급국,MONDAY,1095988853.0
능동우편취급국,TUESDAY,1278199605.0
능동우편취급국,WEDNESDAY,1253486257.0
능동우편취급국,THURSDAY,1312041572.0
능동우편취급국,FRIDAY,1421065678.0
능동우편취급국,SATURDAY,1632427953.0
능동우편취급국,SUNDAY,1340057006.0
달마을공원,MONDAY,388457695.0
달마을공원,TUESDAY,444394405.0
달마을공원,WEDNESDAY,471295163.0
달마을공원,THURSDAY,458956538.0
달마을공원,FRIDAY,572039537.0
달마을공원,SATURDAY,596143971.0
달마을공원,SUNDAY,488619620.0
답십리 건축자재시장,MONDAY,11542311.0
답십리 건축자재시장,TUESDAY,8174860.0
답십리 건축자재시장,WEDNESDAY,13923337.0
답십리 건축자재시장,THURSDAY,23175330.0
답십리 건축자재시장,FRIDAY,32302601.0
답십리 건축자재시장,SATURDAY,21519949.0
답십리 건축자재시장,SUNDAY,12472046.0
답십리공원,MONDAY,162422884.0
답십리공원,TUESDAY,136398875.0
답십리공원,WEDNESDAY,224221166.0
답십리공원,THURSDAY,164764543.0
답십리공원,FRIDAY,209296603.0
답십리공원,SATURDAY,206378256.0
답십리공원,SUNDAY,209238460.0
답십리사거리,MONDAY,3196288196.0
답십리사거리,TUESDAY,3109165015.0
답십리사거리,WEDNESDAY,3153724111.0
답십리사거리,THURSDAY,3166291223.0
답십리사거리,FRIDAY,3481384602.0
답십리사거리,SATURDAY,3774100352.0
답십리사거리,SUNDAY,1732292052.0
답십리시장,MONDAY,361820106.0
답십리시장,TUESDAY,485986402.0
답십리시장,WEDNESDAY,400101280.0
답십리시장,THURSDAY,445260288.0
답십리시장,FRIDAY,491500441.0
답십리시장,SATURDAY,724510826.0
답십리시장,SUNDAY,272317396.0
답십리역 6번,MONDAY,133124376.0
답십리역 6번,TUESDAY,159732915.0
답십리역 6번,WEDNESDAY,158213233.0
답십리역 6번,THURSDAY,133414062.0
답십리역 6번,FRIDAY,140278142.0
답십리역 6번,SATURDAY,114994911.0
답십리역 6번,SUNDAY,0.0
답십리초등학교,MONDAY,782387306.0
답십리초등학교,TUESDAY,906785721.0
답십리초등학교,WEDNESDAY,954601690.0
답십리초등학교,THURSDAY,960612887.0
답십리초등학교,FRIDAY,1125616009.0
답십리초등학교,SATURDAY,1590666681.0
답십리초등학교,SUNDAY,1470930105.0
답십리현대시장,MONDAY,313718831.0
답십리현대시장,TUESDAY,344054413.0
답십리현대시장,WEDNESDAY,338182672.0
답십리현대시장,THURSDAY,318868286.0
답십리현대시장,FRIDAY,378262655.0
답십리현대시장,SATURDAY,386687747.0
답십리현대시장,SUNDAY,282525343.0
당고개역 2번,MONDAY,353972762.0
당고개역 2번,TUESDAY,442333975.0
당고개역 2번,WEDNESDAY,441544472.0
당고개역 2번,THURSDAY,421270733.0
당고개역 2번,FRIDAY,404710862.0
당고개역 2번,SATURDAY,592818771.0
당고개역 2번,SUNDAY,448417116.0
당고개역 5번,MONDAY,254433462.0
당고개역 5번,TUESDAY,293792460.0
당고개역 5번,WEDNESDAY,265361579.0
당고개역 5번,THURSDAY,237934378.0
당고개역 5번,FRIDAY,292236886.0
당고개역 5번,SATURDAY,333139322.0
당고개역 5번,SUNDAY,327895836.0
당곡중학교,MONDAY,1046146602.0
당곡중학교,TUESDAY,1140625159.0
당곡중학교,WEDNESDAY,1101122171.0
당곡중학교,THURSDAY,1186361384.0
당곡중학교,FRIDAY,1230328279.0
당곡중학교,SATURDAY,1004690051.0
당곡중학교,SUNDAY,597026757.0
당산2동(영등포우체국),MONDAY,3406200520.0
당산2동(영등포우체국),TUESDAY,3642030942.0
당산2동(영등포우체국),WEDNESDAY,3417266891.0
당산2동(영등포우체국),THURSDAY,3625717823.0
당산2동(영등포우체국),FRIDAY,3581767429.0
당산2동(영등포우체국),SATURDAY,2384672183.0
당산2동(영등포우체국),SUNDAY,1263968138.0
당산반도유보라팰리스아파트,MONDAY,257463621.0
당산반도유보라팰리스아파트,TUESDAY,354394764.0
당산반도유보라팰리스아파트,WEDNESDAY,366804326.0
당산반도유보라팰리스아파트,THURSDAY,379344620.0
당산반도유보라팰리스아파트,FRIDAY,399208706.0
당산반도유보라팰리스아파트,SATURDAY,234529560.0
당산반도유보라팰리스아파트,SUNDAY,183130268.0
당산역,MONDAY,10050192852.0
당산역,TUESDAY,11152565856.0
당산역,WEDNESDAY,11096593046.0
당산역,THURSDAY,11478144472.0
당산역,FRIDAY,13372931281.0
당산역,SATURDAY,11400555075.0
당산역,SUNDAY,7282561320.0
당산역 8번,MONDAY,399868661.0
당산역 8번,TUESDAY,447921377.0
당산역 8번,WEDNESDAY,450228693.0
당산역 8번,THURSDAY,465169439.0
당산역 8번,FRIDAY,543321349.0
당산역 8번,SATURDAY,321314922.0
당산역 8번,SUNDAY,57089578.0
대광초등학교,MONDAY,43515896.0
대광초등학교,TUESDAY,45606167.0
대광초등학교,WEDNESDAY,42849633.0
대광초등학교,THURSDAY,41521119.0
대광초등학교,FRIDAY,48963571.0
대광초등학교,SATURDAY,56625311.0
대광초등학교,SUNDAY,56902346.0
대동초등학교,MONDAY,608646326.0
대동초등학교,TUESDAY,538787986.0
대동초등학교,WEDNESDAY,677348344.0
대동초등학교,THURSDAY,540767307.0
대동초등학교,FRIDAY,685810130.0
대동초등학교,SATURDAY,1151418512.0
대동초등학교,SUNDAY,1244579819.0
대림1동주민센터,MONDAY,346070761.0
대림1동주민센터,TUESDAY,381051940.0
대림1동주민센터,WEDNESDAY,416889011.0
대림1동주민센터,THURSDAY,384944893.0
대림1동주민센터,FRIDAY,457083351.0
대림1동주민센터,SATURDAY,503582546.0
대림1동주민센터,SUNDAY,417936321.0
대림3동사거리,MONDAY,2400399133.0
대림3동사거리,TUESDAY,2441174054.0
대림3동사거리,WEDNESDAY,2531127936.0
대림3동사거리,THURSDAY,2380289551.0
대림3동사거리,FRIDAY,2656660882.0
대림3동사거리,SATURDAY,3120332244.0
대림3동사거리,SUNDAY,2234578450.0
대림갑을명가아파트,MONDAY,49411802.0
대림갑을명가아파트,TUESDAY,51718051.0
대림갑을명가아파트,WEDNESDAY,53024040.0
대림갑을명가아파트,THURSDAY,32805541.0
대림갑을명가아파트,FRIDAY,48556050.0
대림갑을명가아파트,SATURDAY,80789725.0
대림갑을명가아파트,SUNDAY,45709098.0
"대림골목시장(대림시장, 양지시장)",MONDAY,686527208.0
"대림골목시장(대림시장, 양지시장)",TUESDAY,743671167.0
"대림골목시장(대림시장, 양지시장)",WEDNESDAY,738842992.0
"대림골목시장(대림시장, 양지시장)",THURSDAY,763445054.0
"대림골목시장(대림시장, 양지시장)",FRIDAY,875434130.0
"대림골목시장(대림시장, 양지시장)",SATURDAY,1072212138.0
"대림골목시장(대림시장, 양지시장)",SUNDAY,797519903.0
대림상가(청계상가),MONDAY,76329593.0
대림상가(청계상가),TUESDAY,98507776.0
대림상가(청계상가),WEDNESDAY,88978913.0
대림상가(청계상가),THURSDAY,87522473.0
대림상가(청계상가),FRIDAY,119270900.0
대림상가(청계상가),SATURDAY,115796610.0
대림상가(청계상가),SUNDAY,42455089.0
대림성모병원,MONDAY,1351678852.0
대림성모병원,TUESDAY,1583491050.0
대림성모병원,WEDNESDAY,1658669412.0
대림성모병원,THURSDAY,1688889838.0
대림성모병원,FRIDAY,1634214653.0
대림성모병원,SATURDAY,1612726521.0
대림성모병원,SUNDAY,1527256088.0
대림썬프라자,MONDAY,99715828.0
대림썬프라자,TUESDAY,131774623.0
대림썬프라자,WEDNESDAY,129623435.0
대림썬프라자,THURSDAY,126921415.0
대림썬프라자,FRIDAY,153970254.0
대림썬프라자,SATURDAY,230930157.0
대림썬프라자,SUNDAY,240105731.0
대림역,MONDAY,7110469474.0
대림역,TUESDAY,7092603067.0
대림역,WEDNESDAY,6907867468.0
대림역,THURSDAY,6712302193.0
대림역,FRIDAY,7723366048.0
대림역,SATURDAY,10739093234.0
대림역,SUNDAY,11981414187.0
대림역 11번,MONDAY,14261216.0
대림역 11번,TUESDAY,13015874.0
대림역 11번,WEDNESDAY,14885209.0
대림역 11번,THURSDAY,10788708.0
대림역 11번,FRIDAY,20390279.0
대림역 11번,SATURDAY,26242258.0
대림역 11번,SUNDAY,31018232.0
대림역 2번,MONDAY,1396383721.0
대림역 2번,TUESDAY,1330534810.0
대림역 2번,WEDNESDAY,1366697065.0
대림역 2번,THURSDAY,1392462135.0
대림역 2번,FRIDAY,1480428768.0
대림역 2번,SATURDAY,2178185460.0
대림역 2번,SUNDAY,2365248688.0
대림역 5번,MONDAY,453266064.0
대림역 5번,TUESDAY,366609622.0
대림역 5번,WEDNESDAY,445697998.0
대림역 5번,THURSDAY,394922930.0
대림역 5번,FRIDAY,465469986.0
대림역 5번,SATURDAY,644698556.0
대림역 5번,SUNDAY,754363953.0
대림중앙 골목형상점가,MONDAY,708826583.0
대림중앙 골목형상점가,TUESDAY,792284092.0
대림중앙 골목형상점가,WEDNESDAY,750792536.0
대림중앙 골목형상점가,THURSDAY,681182978.0
대림중앙 골목형상점가,FRIDAY,853128514.0
대림중앙 골목형상점가,SATURDAY,1298943989.0
대림중앙 골목형상점가,SUNDAY,2209585230.0
대림중앙시장,MONDAY,765403653.0
대림중앙시장,TUESDAY,697874329.0
대림중앙시장,WEDNESDAY,708718777.0
대림중앙시장,THURSDAY,668864969.0
대림중앙시장,FRIDAY,726070301.0
대림중앙시장,SATURDAY,1182393177.0
대림중앙시장,SUNDAY,1466940222.0
대림차이나타운(대림역 12번),MONDAY,469729225.0
대림차이나타운(대림역 12번),TUESDAY,478797258.0
대림차이나타운(대림역 12번),WEDNESDAY,480819265.0
대림차이나타운(대림역 12번),THURSDAY,453597550.0
대림차이나타운(대림역 12번),FRIDAY,492430196.0
대림차이나타운(대림역 12번),SATURDAY,771031070.0
대림차이나타운(대림역 12번),SUNDAY,922305579.0
대림한신아파트,MONDAY,58603130.0
대림한신아파트,TUESDAY,51060704.0
대림한신아파트,WEDNESDAY,84872632.0
대림한신아파트,THURSDAY,67475023.0
대림한신아파트,FRIDAY,78053679.0
대림한신아파트,SATURDAY,101480973.0
대림한신아파트,SUNDAY,85828508.0
대명여울빛거리시장(대명시장),MONDAY,2849069807.0
대명여울빛거리시장(대명시장),TUESDAY,3215728546.0
대명여울빛거리시장(대명시장),WEDNESDAY,3198802742.0
대명여울빛거리시장(대명시장),THURSDAY,3435406781.0
대명여울빛거리시장(대명시장),FRIDAY,4214719237.0
대명여울빛거리시장(대명시장),SATURDAY,4678698235.0
대명여울빛거리시장(대명시장),SUNDAY,3645341114.0
대방역 3번,MONDAY,2172069397.0
대방역 3번,TUESDAY,2366012441.0
대방역 3번,WEDNESDAY,2728459049.0
대방역 3번,THURSDAY,2623231967.0
대방역 3번,FRIDAY,3037544779.0
대방역 3번,SATURDAY,4302705644.0
대방역 3번,SUNDAY,3881282957.0
대방역 4번,MONDAY,148680186.0
대방역 4번,TUESDAY,155714940.0
대방역 4번,WEDNESDAY,156870026.0
대방역 4번,THURSDAY,156272164.0
대방역 4번,FRIDAY,164545481.0
대방역 4번,SATURDAY,210015494.0
대방역 4번,SUNDAY,183171153.0
대방역 6번,MONDAY,266942829.0
대방역 6번,TUESDAY,269703289.0
대방역 6번,WEDNESDAY,254164614.0
대방역 6번,THURSDAY,290422588.0
대방역 6번,FRIDAY,250986405.0
대방역 6번,SATURDAY,192049802.0
대방역 6번,SUNDAY,136249051.0
대신고등학교,MONDAY,188266487.0
대신고등학교,TUESDAY,244816552.0
대신고등학교,WEDNESDAY,313709176.0
대신고등학교,THURSDAY,299716993.0
대신고등학교,FRIDAY,397158343.0
대신고등학교,SATURDAY,562862998.0
대신고등학교,SUNDAY,503948058.0
대왕초등학교(세곡동사거리서남측),MONDAY,580891737.0
대왕초등학교(세곡동사거리서남측),TUESDAY,563478013.0
대왕초등학교(세곡동사거리서남측),WEDNESDAY,761540841.0
대왕초등학교(세곡동사거리서남측),THURSDAY,696181413.0
대왕초등학교(세곡동사거리서남측),FRIDAY,750582606.0
대왕초등학교(세곡동사거리서남측),SATURDAY,701283761.0
대왕초등학교(세곡동사거리서남측),SUNDAY,491151452.0
대원고등학교,MONDAY,242574531.0
대원고등학교,TUESDAY,193027098.0
대원고등학교,WEDNESDAY,249243862.0
대원고등학교,THURSDAY,238509222.0
대원고등학교,FRIDAY,265685846.0
대원고등학교,SATURDAY,398707681.0
대원고등학교,SUNDAY,389336093.0
대원종합시장,MONDAY,2176752.0
대원종합시장,TUESDAY,5779951.0
대원종합시장,WEDNESDAY,7615949.0
대원종합시장,THURSDAY,4882914.0
대원종합시장,FRIDAY,4879153.0
대원종합시장,SATURDAY,7691193.0
대원종합시장,SUNDAY,11168625.0
대조시장,MONDAY,443475153.0
대조시장,TUESDAY,409165224.0
대조시장,WEDNESDAY,464571096.0
대조시장,THURSDAY,442698503.0
대조시장,FRIDAY,524426592.0
대조시장,SATURDAY,523565630.0
대조시장,SUNDAY,297009831.0
대진고등학교,MONDAY,543807336.0
대진고등학교,TUESDAY,514150820.0
대진고등학교,WEDNESDAY,573995250.0
대진고등학교,THURSDAY,506528868.0
대진고등학교,FRIDAY,467586364.0
대진고등학교,SATURDAY,588801158.0
대진고등학교,SUNDAY,440828181.0
대청초등학교,MONDAY,5757224924.0
대청초등학교,TUESDAY,6575572055.0
대청초등학교,WEDNESDAY,6872722471.0
대청초등학교,THURSDAY,6816239864.0
대청초등학교,FRIDAY,7828480249.0
대청초등학교,SATURDAY,7302235717.0
대청초등학교,SUNDAY,5333404870.0
대치2동주민센터,MONDAY,930539461.0
대치2동주민센터,TUESDAY,1104311880.0
대치2동주민센터,WEDNESDAY,917630961.0
대치2동주민센터,THURSDAY,1022682365.0
대치2동주민센터,FRIDAY,955893544.0
대치2동주민센터,SATURDAY,843109574.0
대치2동주민센터,SUNDAY,631602998.0
대치동아우편취급국,MONDAY,782686862.0
대치동아우편취급국,TUESDAY,823585538.0
대치동아우편취급국,WEDNESDAY,761593056.0
대치동아우편취급국,THURSDAY,901913859.0
대치동아우편취급국,FRIDAY,783493244.0
대치동아우편취급국,SATURDAY,397506190.0
대치동아우편취급국,SUNDAY,211790843.0
대치사거리,MONDAY,2984020647.0
대치사거리,TUESDAY,3248251276.0
대치사거리,WEDNESDAY,3368947426.0
대치사거리,THURSDAY,3317147430.0
대치사거리,FRIDAY,3469378105.0
대치사거리,SATURDAY,3284597943.0
대치사거리,SUNDAY,3101922081.0
대치역,MONDAY,5831149635.0
대치역,TUESDAY,5594367634.0
대치역,WEDNESDAY,5804738261.0
대치역,THURSDAY,5877304718.0
대치역,FRIDAY,6352840667.0
대치역,SATURDAY,6914440514.0
대치역,SUNDAY,4886813985.0
대학로(혜화역),MONDAY,18191583006.0
대학로(혜화역),TUESDAY,21061397829.0
대학로(혜화역),WEDNESDAY,23860655372.0
대학로(혜화역),THURSDAY,23678886106.0
대학로(혜화역),FRIDAY,26925286104.0
대학로(혜화역),SATURDAY,34710620525.0
대학로(혜화역),SUNDAY,27226206487.0
대흥동주민센터,MONDAY,299773720.0
대흥동주민센터,TUESDAY,275556194.0
대흥동주민센터,WEDNESDAY,233179038.0
대흥동주민센터,THURSDAY,280264324.0
대흥동주민센터,FRIDAY,257504566.0
대흥동주민센터,SATURDAY,147853946.0
대흥동주민센터,SUNDAY,94127056.0
대흥역 2번,MONDAY,1819257444.0
대흥역 2번,TUESDAY,1991957541.0
대흥역 2번,WEDNESDAY,2039966784.0
대흥역 2번,THURSDAY,2066894899.0
대흥역 2번,FRIDAY,2199537908.0
대흥역 2번,SATURDAY,2115230469.0
대흥역 2번,SUNDAY,1426939299.0
대흥역 3번,MONDAY,2762081710.0
대흥역 3번,TUESDAY,3094400584.0
대흥역 3번,WEDNESDAY,3384329534.0
대흥역 3번,THURSDAY,3515352705.0
대흥역 3번,FRIDAY,3752513399.0
대흥역 3번,SATURDAY,3591856914.0
대흥역 3번,SUNDAY,2553214250.0
더케이호텔(양재리본타워2단지아파트),MONDAY,761456471.0
더케이호텔(양재리본타워2단지아파트),TUESDAY,883831589.0
더케이호텔(양재리본타워2단지아파트),WEDNESDAY,853823763.0
더케이호텔(양재리본타워2단지아파트),THURSDAY,924764197.0
더케이호텔(양재리본타워2단지아파트),FRIDAY,841973763.0
더케이호텔(양재리본타워2단지아파트),SATURDAY,201595645.0
더케이호텔(양재리본타워2단지아파트),SUNDAY,180897116.0
덕성여대시반거리,MONDAY,635373036.0
덕성여대시반거리,TUESDAY,727555580.0
덕성여대시반거리,WEDNESDAY,719828585.0
덕성여대시반거리,THURSDAY,712674377.0
덕성여대시반거리,FRIDAY,639292566.0
덕성여대시반거리,SATURDAY,708635401.0
덕성여대시반거리,SUNDAY,735873632.0
덕수교,MONDAY,257114147.0
덕수교,TUESDAY,476119890.0
덕수교,WEDNESDAY,417179181.0
덕수교,THURSDAY,446138312.0
덕수교,FRIDAY,510023788.0
덕수교,SATURDAY,639287677.0
덕수교,SUNDAY,385131480.0
덕의초등학교,MONDAY,256763439.0
덕의초등학교,TUESDAY,316355731.0
덕의초등학교,WEDNESDAY,364483546.0
덕의초등학교,THURSDAY,315334500.0
덕의초등학교,FRIDAY,374438708.0
덕의초등학교,SATURDAY,445931452.0
덕의초등학교,SUNDAY,285207498.0
도곡1동,MONDAY,2609296274.0
도곡1동,TUESDAY,2986038981.0
도곡1동,WEDNESDAY,2691817488.0
도곡1동,THURSDAY,2871918645.0
도곡1동,FRIDAY,2905795398.0
도곡1동,SATURDAY,1734888389.0
도곡1동,SUNDAY,1045729335.0
도곡2동주민센터(대치중학교),MONDAY,38617192.0
도곡2동주민센터(대치중학교),TUESDAY,51205915.0
도곡2동주민센터(대치중학교),WEDNESDAY,67440242.0
도곡2동주민센터(대치중학교),THURSDAY,61216860.0
도곡2동주민센터(대치중학교),FRIDAY,93758377.0
도곡2동주민센터(대치중학교),SATURDAY,50414589.0
도곡2동주민센터(대치중학교),SUNDAY,36633554.0
도곡초등학교,MONDAY,773691123.0
도곡초등학교,TUESDAY,1023133156.0
도곡초등학교,WEDNESDAY,973721778.0
도곡초등학교,THURSDAY,1038615187.0
도곡초등학교,FRIDAY,979125805.0
도곡초등학교,SATURDAY,1672265556.0
도곡초등학교,SUNDAY,1449181726.0
도림2동유수지내체육시설,MONDAY,63031372.0
도림2동유수지내체육시설,TUESDAY,62458347.0
도림2동유수지내체육시설,WEDNESDAY,96875230.0
도림2동유수지내체육시설,THURSDAY,89107968.0
도림2동유수지내체육시설,FRIDAY,96765084.0
도림2동유수지내체육시설,SATURDAY,102718014.0
도림2동유수지내체육시설,SUNDAY,95670076.0
도림시장,MONDAY,5147468.0
도림시장,TUESDAY,7631782.0
도림시장,WEDNESDAY,6638868.0
도림시장,THURSDAY,7862322.0
도림시장,FRIDAY,8070609.0
도림시장,SATURDAY,11162539.0
도림시장,SUNDAY,1526372.0
도림초등학교,MONDAY,0.0
도림초등학교,TUESDAY,504025.0
도림초등학교,WEDNESDAY,0.0
도림초등학교,THURSDAY,265276.0
도림초등학교,FRIDAY,3183319.0
도림초등학교,SATURDAY,265276.0
도림초등학교,SUNDAY,265277.0
도봉구 정병원,MONDAY,456753012.0
도봉구 정병원,TUESDAY,509842244.0
도봉구 정병원,WEDNESDAY,537668140.0
도봉구 정병원,THURSDAY,545797724.0
도봉구 정병원,FRIDAY,725758843.0
도봉구 정병원,SATURDAY,771523693.0
도봉구 정병원,SUNDAY,480797982.0
도봉구민회관,MONDAY,477661098.0
도봉구민회관,TUESDAY,513390425.0
도봉구민회관,WEDNESDAY,544235355.0
도봉구민회관,THURSDAY,475383126.0
도봉구민회관,FRIDAY,554552582.0
도봉구민회관,SATURDAY,757904051.0
도봉구민회관,SUNDAY,754430516.0
도봉구보건소,MONDAY,932497901.0
도봉구보건소,TUESDAY,974375733.0
도봉구보건소,WEDNESDAY,932281600.0
도봉구보건소,THURSDAY,987188172.0
도봉구보건소,FRIDAY,1049161204.0
도봉구보건소,SATURDAY,860971541.0
도봉구보건소,SUNDAY,694006406.0
도봉산역 1번,MONDAY,1674797879.0
도봉산역 1번,TUESDAY,1713661343.0
도봉산역 1번,WEDNESDAY,2146880242.0
도봉산역 1번,THURSDAY,1981377884.0
도봉산역 1번,FRIDAY,2034008974.0
도봉산역 1번,SATURDAY,4429938265.0
도봉산역 1번,SUNDAY,4934296152.0
도봉산입구,MONDAY,1723538340.0
도봉산입구,TUESDAY,1747418128.0
도봉산입구,WEDNESDAY,1835182240.0
도봉산입구,THURSDAY,2031875334.0
도봉산입구,FRIDAY,2206010756.0
도봉산입구,SATURDAY,3158310630.0
도봉산입구,SUNDAY,3197080986.0
도봉세무서,MONDAY,575382420.0
도봉세무서,TUESDAY,557758243.0
도봉세무서,WEDNESDAY,621200680.0
도봉세무서,THURSDAY,516713984.0
도봉세무서,FRIDAY,608568553.0
도봉세무서,SATURDAY,788467820.0
도봉세무서,SUNDAY,716974229.0
도봉역 2번,MONDAY,1762898502.0
도봉역 2번,TUESDAY,1844094946.0
도봉역 2번,WEDNESDAY,1909956858.0
도봉역 2번,THURSDAY,1997723987.0
도봉역 2번,FRIDAY,2125474132.0
도봉역 2번,SATURDAY,2684871567.0
도봉역 2번,SUNDAY,2431740731.0
도봉역 3번,MONDAY,488800532.0
도봉역 3번,TUESDAY,473159562.0
도봉역 3번,WEDNESDAY,472220929.0
도봉역 3번,THURSDAY,497165681.0
도봉역 3번,FRIDAY,478142927.0
도봉역 3번,SATURDAY,297729849.0
도봉역 3번,SUNDAY,139612247.0
도봉우체국,MONDAY,193777491.0
도봉우체국,TUESDAY,339898386.0
도봉우체국,WEDNESDAY,278866140.0
도봉우체국,THURSDAY,285620946.0
도봉우체국,FRIDAY,288644982.0
도봉우체국,SATURDAY,255743640.0
도봉우체국,SUNDAY,187816743.0
도산공원교차로,MONDAY,11029081127.0
도산공원교차로,TUESDAY,11645261915.0
도산공원교차로,WEDNESDAY,11530696331.0
도산공원교차로,THURSDAY,12248302971.0
도산공원교차로,FRIDAY,11969362541.0
도산공원교차로,SATURDAY,8204170880.0
도산공원교차로,SUNDAY,7165727439.0
도산공원북측,MONDAY,470670803.0
도산공원북측,TUESDAY,962616318.0
도산공원북측,WEDNESDAY,1195932236.0
도산공원북측,THURSDAY,858714571.0
도산공원북측,FRIDAY,1126354517.0
도산공원북측,SATURDAY,1266026047.0
도산공원북측,SUNDAY,607722619.0
도성초등학교,MONDAY,2214180709.0
도성초등학교,TUESDAY,2269342674.0
도성초등학교,WEDNESDAY,2437769035.0
도성초등학교,THURSDAY,2275124154.0
도성초등학교,FRIDAY,2450724500.0
도성초등학교,SATURDAY,2501003657.0
도성초등학교,SUNDAY,1792972439.0
도신초등학교,MONDAY,125846702.0
도신초등학교,TUESDAY,137939503.0
도신초등학교,WEDNESDAY,144658397.0
도신초등학교,THURSDAY,162671807.0
도신초등학교,FRIDAY,190194600.0
도신초등학교,SATURDAY,161354173.0
도신초등학교,SUNDAY,83280333.0
도화동 상점가,MONDAY,13940590055.0
도화동 상점가,TUESDAY,15045304519.0
도화동 상점가,WEDNESDAY,15114350664.0
도화동 상점가,THURSDAY,15841353577.0
도화동 상점가,FRIDAY,17020618304.0
도화동 상점가,SATURDAY,13404101629.0
도화동 상점가,SUNDAY,8381401800.0
독립문역 1번,MONDAY,636489318.0
독립문역 1번,TUESDAY,656340884.0
독립문역 1번,WEDNESDAY,640147179.0
독립문역 1번,THURSDAY,668363961.0
독립문역 1번,FRIDAY,709309581.0
독립문역 1번,SATURDAY,664119290.0
독립문역 1번,SUNDAY,462331271.0
독산119안전센터,MONDAY,857869333.0
독산119안전센터,TUESDAY,1006924609.0
독산119안전센터,WEDNESDAY,906201010.0
독산119안전센터,THURSDAY,971422501.0
독산119안전센터,FRIDAY,1090600093.0
독산119안전센터,SATURDAY,1343198975.0
독산119안전센터,SUNDAY,1056930278.0
독산2동주민센터,MONDAY,824352748.0
독산2동주민센터,TUESDAY,863375810.0
독산2동주민센터,WEDNESDAY,929974474.0
독산2동주민센터,THURSDAY,883234375.0
독산2동주민센터,FRIDAY,968946605.0
독산2동주민센터,SATURDAY,1151247905.0
독산2동주민센터,SUNDAY,1076839936.0
독산동,MONDAY,6865432066.0
독산동,TUESDAY,6938679616.0
독산동,WEDNESDAY,6897174970.0
독산동,THURSDAY,7036515974.0
독산동,FRIDAY,7476321021.0
독산동,SATURDAY,7010078213.0
독산동,SUNDAY,5229189240.0
독산동 맛나는거리상점가(독산동 맛나는거리),MONDAY,1066015632.0
독산동 맛나는거리상점가(독산동 맛나는거리),TUESDAY,1260236082.0
독산동 맛나는거리상점가(독산동 맛나는거리),WEDNESDAY,1330501015.0
독산동 맛나는거리상점가(독산동 맛나는거리),THURSDAY,1338758310.0
독산동 맛나는거리상점가(독산동 맛나는거리),FRIDAY,1805577137.0
독산동 맛나는거리상점가(독산동 맛나는거리),SATURDAY,2156124900.0
독산동 맛나는거리상점가(독산동 맛나는거리),SUNDAY,1396568587.0
독산동 우시장,MONDAY,1170483080.0
독산동 우시장,TUESDAY,1311864663.0
독산동 우시장,WEDNESDAY,1410377103.0
