commercial_area,age,total_sales
돈암시장(돈암제일시장),SIXTIES_PLUS,2065949972.0
돈의문센트레빌아파트입구,TEENS,5883167.0
돈의문센트레빌아파트입구,TWENTIES,53431918.0
돈의문센트레빌아파트입구,THIRTIES,65837929.0
돈의문센트레빌아파트입구,FORTIES,67872129.0
돈의문센트레빌아파트입구,FIFTIES,49850469.0
돈의문센트레빌아파트입구,SIXTIES_PLUS,23787498.0
돌곶이시장(석관황금시장),TEENS,1660418.0
돌곶이시장(석관황금시장),TWENTIES,49907633.0
돌곶이시장(석관황금시장),THIRTIES,222246398.0
돌곶이시장(석관황금시장),FORTIES,202893701.0
돌곶이시장(석관황금시장),FIFTIES,438996246.0
돌곶이시장(석관황금시장),SIXTIES_PLUS,323010725.0
돌곶이역 1번,TEENS,345417.0
돌곶이역 1번,TWENTIES,143412217.0
돌곶이역 1번,THIRTIES,410792113.0
돌곶이역 1번,FORTIES,429502667.0
돌곶이역 1번,FIFTIES,646829983.0
돌곶이역 1번,SIXTIES_PLUS,599254225.0
돌곶이역 3번,TEENS,1873956.0
돌곶이역 3번,TWENTIES,211909858.0
돌곶이역 3번,THIRTIES,380505018.0
돌곶이역 3번,FORTIES,476169895.0
돌곶이역 3번,FIFTIES,708861348.0
돌곶이역 3번,SIXTIES_PLUS,591058228.0
돌곶이역 5번,TEENS,28368795.0
돌곶이역 5번,TWENTIES,760548454.0
돌곶이역 5번,THIRTIES,1169931387.0
돌곶이역 5번,FORTIES,1408644563.0
돌곶이역 5번,FIFTIES,1945527364.0
돌곶이역 5번,SIXTIES_PLUS,1680907938.0
돌곶이역 8번,TEENS,43512390.0
돌곶이역 8번,TWENTIES,770487154.0
돌곶이역 8번,THIRTIES,1228656235.0
돌곶이역 8번,FORTIES,1361914884.0
돌곶이역 8번,FIFTIES,1902727761.0
돌곶이역 8번,SIXTIES_PLUS,1619335061.0
동교초등학교,TEENS,19667407.0
동교초등학교,TWENTIES,973375167.0
동교초등학교,THIRTIES,1535354064.0
동교초등학교,FORTIES,1180134296.0
동교초등학교,FIFTIES,716830177.0
동교초등학교,SIXTIES_PLUS,450092187.0
동구여중,TEENS,5813266.0
동구여중,TWENTIES,424528113.0
동구여중,THIRTIES,1336812690.0
동구여중,FORTIES,1288507836.0
동구여중,FIFTIES,2052825151.0
동구여중,SIXTIES_PLUS,1650598343.0
동남상가,TEENS,0.0
동남상가,TWENTIES,7471372.0
동남상가,THIRTIES,52199714.0
동남상가,FORTIES,24637127.0
동남상가,FIFTIES,52071327.0
동남상가,SIXTIES_PLUS,594261213.0
동대문경찰서,TEENS,1414597.0
동대문경찰서,TWENTIES,51726312.0
동대문경찰서,THIRTIES,122501963.0
동대문경찰서,FORTIES,138779421.0
동대문경찰서,FIFTIES,213492313.0
동대문경찰서,SIXTIES_PLUS,238359558.0
동대문구청,TEENS,14470713.0
동대문구청,TWENTIES,640974822.0
동대문구청,THIRTIES,1158125240.0
동대문구청,FORTIES,1405984964.0
동대문구청,FIFTIES,2121084785.0
동대문구청,SIXTIES_PLUS,2503177207.0
동대문문구완구거리(동대문문구완구시장),TEENS,10013988.0
동대문문구완구거리(동대문문구완구시장),TWENTIES,389379417.0
동대문문구완구거리(동대문문구완구시장),THIRTIES,764883814.0
동대문문구완구거리(동대문문구완구시장),FORTIES,638325734.0
동대문문구완구거리(동대문문구완구시장),FIFTIES,634303783.0
동대문문구완구거리(동대문문구완구시장),SIXTIES_PLUS,749920843.0
동대문역,TEENS,49585359.0
동대문역,TWENTIES,1661123838.0
동대문역,THIRTIES,2886815080.0
동대문역,FORTIES,2825472058.0
동대문역,FIFTIES,3938278529.0
동대문역,SIXTIES_PLUS,5784650906.0
동대문역 1번,TEENS,3369934.0
동대문역 1번,TWENTIES,257049004.0
동대문역 1번,THIRTIES,432379535.0
동대문역 1번,FORTIES,465749455.0
동대문역 1번,FIFTIES,886426176.0
동대문역 1번,SIXTIES_PLUS,674340982.0
동대문역 3번,TEENS,13673869.0
동대문역 3번,TWENTIES,421251482.0
동대문역 3번,THIRTIES,329228233.0
동대문역 3번,FORTIES,245735202.0
동대문역 3번,FIFTIES,619612505.0
동대문역 3번,SIXTIES_PLUS,752215136.0
동대문역사문화공원역,TEENS,656250712.0
동대문역사문화공원역,TWENTIES,14199065802.0
동대문역사문화공원역,THIRTIES,20525036058.0
동대문역사문화공원역,FORTIES,16078212081.0
동대문역사문화공원역,FIFTIES,14529951009.0
동대문역사문화공원역,SIXTIES_PLUS,10660708498.0
동대문역사문화공원역 5번,TEENS,40660266.0
동대문역사문화공원역 5번,TWENTIES,1812285890.0
동대문역사문화공원역 5번,THIRTIES,2694817122.0
동대문역사문화공원역 5번,FORTIES,1571080568.0
동대문역사문화공원역 5번,FIFTIES,1696214556.0
동대문역사문화공원역 5번,SIXTIES_PLUS,1228381091.0
"동대문종합시장(동대문종합시장 신관, 동대문종합시장D동상가)",TEENS,3131400.0
"동대문종합시장(동대문종합시장 신관, 동대문종합시장D동상가)",TWENTIES,86756274.0
"동대문종합시장(동대문종합시장 신관, 동대문종합시장D동상가)",THIRTIES,195125809.0
"동대문종합시장(동대문종합시장 신관, 동대문종합시장D동상가)",FORTIES,260437895.0
"동대문종합시장(동대문종합시장 신관, 동대문종합시장D동상가)",FIFTIES,241776485.0
"동대문종합시장(동대문종합시장 신관, 동대문종합시장D동상가)",SIXTIES_PLUS,168931795.0
동대문중앙새마을금고본점,TEENS,0.0
동대문중앙새마을금고본점,TWENTIES,5062660.0
동대문중앙새마을금고본점,THIRTIES,16575712.0
동대문중앙새마을금고본점,FORTIES,38120379.0
동대문중앙새마을금고본점,FIFTIES,69394932.0
동대문중앙새마을금고본점,SIXTIES_PLUS,401441491.0
동대문패션타운 관광특구,TEENS,604979518.0
동대문패션타운 관광특구,TWENTIES,14997415108.0
동대문패션타운 관광특구,THIRTIES,20767187405.0
동대문패션타운 관광특구,FORTIES,14908333992.0
동대문패션타운 관광특구,FIFTIES,13757531160.0
동대문패션타운 관광특구,SIXTIES_PLUS,10164527174.0
동대부고,TEENS,19505801.0
동대부고,TWENTIES,178486659.0
동대부고,THIRTIES,681359907.0
동대부고,FORTIES,1305887355.0
동대부고,FIFTIES,1332821763.0
동대부고,SIXTIES_PLUS,1070188699.0
동대부여고,TEENS,6999826.0
동대부여고,TWENTIES,708951237.0
동대부여고,THIRTIES,1258363446.0
동대부여고,FORTIES,848270071.0
동대부여고,FIFTIES,947754911.0
동대부여고,SIXTIES_PLUS,504688787.0
동묘시장(동묘벼룩시장),TEENS,34064061.0
동묘시장(동묘벼룩시장),TWENTIES,678244500.0
동묘시장(동묘벼룩시장),THIRTIES,1061408047.0
동묘시장(동묘벼룩시장),FORTIES,828351448.0
동묘시장(동묘벼룩시장),FIFTIES,1299795930.0
동묘시장(동묘벼룩시장),SIXTIES_PLUS,2737812466.0
동묘앞역 2번,TEENS,6230187.0
동묘앞역 2번,TWENTIES,286941034.0
동묘앞역 2번,THIRTIES,462714180.0
동묘앞역 2번,FORTIES,387486523.0
동묘앞역 2번,FIFTIES,678621660.0
동묘앞역 2번,SIXTIES_PLUS,649336121.0
동묘앞역 3번,TEENS,948939.0
동묘앞역 3번,TWENTIES,28779172.0
동묘앞역 3번,THIRTIES,62751327.0
동묘앞역 3번,FORTIES,73867719.0
동묘앞역 3번,FIFTIES,323135056.0
동묘앞역 3번,SIXTIES_PLUS,61670138.0
동묘앞역(동묘),TEENS,162462167.0
동묘앞역(동묘),TWENTIES,3511904959.0
동묘앞역(동묘),THIRTIES,3006283002.0
동묘앞역(동묘),FORTIES,2056955993.0
동묘앞역(동묘),FIFTIES,2568203465.0
동묘앞역(동묘),SIXTIES_PLUS,2886322507.0
동문시장,TEENS,2734973.0
동문시장,TWENTIES,87938089.0
동문시장,THIRTIES,243755876.0
동문시장,FORTIES,307523427.0
동문시장,FIFTIES,329717151.0
동문시장,SIXTIES_PLUS,561521417.0
동부시장,TEENS,838348.0
동부시장,TWENTIES,189857828.0
동부시장,THIRTIES,396705658.0
동부시장,FORTIES,359437214.0
동부시장,FIFTIES,578518959.0
동부시장,SIXTIES_PLUS,666077622.0
동북프라자,TEENS,718622.0
동북프라자,TWENTIES,23182607.0
동북프라자,THIRTIES,100805324.0
동북프라자,FORTIES,246407143.0
동북프라자,FIFTIES,336183745.0
동북프라자,SIXTIES_PLUS,295828825.0
"동원전통종합시장(동원시장, 동원전통시장 상점가)",TEENS,115852879.0
"동원전통종합시장(동원시장, 동원전통시장 상점가)",TWENTIES,2643809805.0
"동원전통종합시장(동원시장, 동원전통시장 상점가)",THIRTIES,5660881826.0
"동원전통종합시장(동원시장, 동원전통시장 상점가)",FORTIES,6069952262.0
"동원전통종합시장(동원시장, 동원전통시장 상점가)",FIFTIES,10727701223.0
"동원전통종합시장(동원시장, 동원전통시장 상점가)",SIXTIES_PLUS,13948747176.0
동의보감타워,TEENS,7074418.0
동의보감타워,TWENTIES,449803375.0
동의보감타워,THIRTIES,1005916117.0
동의보감타워,FORTIES,863676054.0
동의보감타워,FIFTIES,1444715100.0
동의보감타워,SIXTIES_PLUS,1807723317.0
동의초등학교,TEENS,150630.0
동의초등학교,TWENTIES,49631156.0
동의초등학교,THIRTIES,177271384.0
동의초등학교,FORTIES,99729067.0
동의초등학교,FIFTIES,125385642.0
동의초등학교,SIXTIES_PLUS,92158325.0
동일여자고등학교,TEENS,15794743.0
동일여자고등학교,TWENTIES,271091527.0
동일여자고등학교,THIRTIES,847155313.0
동일여자고등학교,FORTIES,947359093.0
동일여자고등학교,FIFTIES,1048290625.0
동일여자고등학교,SIXTIES_PLUS,871337677.0
동작구자원봉사센터,TEENS,2244838.0
동작구자원봉사센터,TWENTIES,8554940.0
동작구자원봉사센터,THIRTIES,21618365.0
동작구자원봉사센터,FORTIES,9016512.0
동작구자원봉사센터,FIFTIES,8054727.0
동작구자원봉사센터,SIXTIES_PLUS,8770571.0
동진시장,TEENS,1055066.0
동진시장,TWENTIES,50423697.0
동진시장,THIRTIES,35739798.0
동진시장,FORTIES,12886623.0
동진시장,FIFTIES,11760527.0
동진시장,SIXTIES_PLUS,2480579.0
동평화시장,TEENS,2897000.0
동평화시장,TWENTIES,182822367.0
동평화시장,THIRTIES,520570877.0
동평화시장,FORTIES,570603693.0
동평화시장,FIFTIES,581651394.0
동평화시장,SIXTIES_PLUS,448653521.0
동화동 골목형상점가,TEENS,36752776.0
동화동 골목형상점가,TWENTIES,733435257.0
동화동 골목형상점가,THIRTIES,1022196808.0
동화동 골목형상점가,FORTIES,1167475896.0
동화동 골목형상점가,FIFTIES,1661931136.0
동화동 골목형상점가,SIXTIES_PLUS,1207902961.0
두산초등학교,TEENS,11285162.0
두산초등학교,TWENTIES,254766998.0
두산초등학교,THIRTIES,580815567.0
두산초등학교,FORTIES,440003719.0
두산초등학교,FIFTIES,793691455.0
두산초등학교,SIXTIES_PLUS,502524389.0
둔촌2동주민센터,TEENS,12518670.0
둔촌2동주민센터,TWENTIES,441005304.0
둔촌2동주민센터,THIRTIES,1089887970.0
둔촌2동주민센터,FORTIES,1052916641.0
둔촌2동주민센터,FIFTIES,1430195548.0
둔촌2동주민센터,SIXTIES_PLUS,1249269853.0
둔촌고등학교(둔촌중학교),TEENS,160537.0
둔촌고등학교(둔촌중학교),TWENTIES,32555263.0
둔촌고등학교(둔촌중학교),THIRTIES,81358426.0
둔촌고등학교(둔촌중학교),FORTIES,77154426.0
둔촌고등학교(둔촌중학교),FIFTIES,157284395.0
둔촌고등학교(둔촌중학교),SIXTIES_PLUS,159560376.0
둔촌동역 1번(한산중학교),TEENS,9317037.0
둔촌동역 1번(한산중학교),TWENTIES,626562091.0
둔촌동역 1번(한산중학교),THIRTIES,1941646372.0
둔촌동역 1번(한산중학교),FORTIES,2066170385.0
둔촌동역 1번(한산중학교),FIFTIES,2480738245.0
둔촌동역 1번(한산중학교),SIXTIES_PLUS,3550021480.0
둔촌동역 3번(성내3동주민센터),TEENS,26111576.0
둔촌동역 3번(성내3동주민센터),TWENTIES,544860310.0
둔촌동역 3번(성내3동주민센터),THIRTIES,1162570764.0
둔촌동역 3번(성내3동주민센터),FORTIES,1176623925.0
둔촌동역 3번(성내3동주민센터),FIFTIES,1516306668.0
둔촌동역 3번(성내3동주민센터),SIXTIES_PLUS,1420689269.0
둔촌동역 4번,TEENS,13885977.0
둔촌동역 4번,TWENTIES,202098054.0
둔촌동역 4번,THIRTIES,412117663.0
둔촌동역 4번,FORTIES,418248151.0
둔촌동역 4번,FIFTIES,402767831.0
둔촌동역 4번,SIXTIES_PLUS,290352178.0
둔촌역,TEENS,511065721.0
둔촌역,TWENTIES,5233957767.0
둔촌역,THIRTIES,10007754382.0
둔촌역,FORTIES,11149792162.0
둔촌역,FIFTIES,11007584981.0
둔촌역,SIXTIES_PLUS,8523809990.0
둔촌역전통시장,TEENS,7068347.0
둔촌역전통시장,TWENTIES,504588557.0
둔촌역전통시장,THIRTIES,1413280158.0
둔촌역전통시장,FORTIES,1709181074.0
둔촌역전통시장,FIFTIES,1991000536.0
둔촌역전통시장,SIXTIES_PLUS,1737058684.0
등나무근린공원,TEENS,294015179.0
등나무근린공원,TWENTIES,2235262664.0
등나무근린공원,THIRTIES,3939515465.0
등나무근린공원,FORTIES,6749044276.0
등나무근린공원,FIFTIES,6842109511.0
등나무근린공원,SIXTIES_PLUS,4066607390.0
등마루시장,TEENS,53684.0
등마루시장,TWENTIES,29297784.0
등마루시장,THIRTIES,127637881.0
등마루시장,FORTIES,138692054.0
등마루시장,FIFTIES,188872060.0
등마루시장,SIXTIES_PLUS,143804739.0
등촌1동주민센터,TEENS,21156499.0
등촌1동주민센터,TWENTIES,1321635402.0
등촌1동주민센터,THIRTIES,3263304792.0
등촌1동주민센터,FORTIES,2574452944.0
등촌1동주민센터,FIFTIES,2399564413.0
등촌1동주민센터,SIXTIES_PLUS,2122744043.0
등촌3동주민센터,TEENS,86986680.0
등촌3동주민센터,TWENTIES,959855136.0
등촌3동주민센터,THIRTIES,2665397313.0
등촌3동주민센터,FORTIES,3026624657.0
등촌3동주민센터,FIFTIES,3072542982.0
등촌3동주민센터,SIXTIES_PLUS,3158878798.0
등촌역,TEENS,182607701.0
등촌역,TWENTIES,5164395959.0
등촌역,THIRTIES,10196245510.0
등촌역,FORTIES,8485684098.0
등촌역,FIFTIES,7859050012.0
등촌역,SIXTIES_PLUS,5773508329.0
등촌역 1번,TEENS,1812485.0
등촌역 1번,TWENTIES,293400797.0
등촌역 1번,THIRTIES,617078511.0
등촌역 1번,FORTIES,432161429.0
등촌역 1번,FIFTIES,382781318.0
등촌역 1번,SIXTIES_PLUS,153702884.0
등촌역 4번,TEENS,167303.0
등촌역 4번,TWENTIES,3702228.0
등촌역 4번,THIRTIES,11606975.0
등촌역 4번,FORTIES,10228159.0
등촌역 4번,FIFTIES,19841425.0
등촌역 4번,SIXTIES_PLUS,30115044.0
디지털단지오거리,TEENS,858931.0
디지털단지오거리,TWENTIES,193077241.0
디지털단지오거리,THIRTIES,973033498.0
디지털단지오거리,FORTIES,885129400.0
디지털단지오거리,FIFTIES,1344759623.0
디지털단지오거리,SIXTIES_PLUS,1010357588.0
떡전교사거리,TEENS,4243607.0
떡전교사거리,TWENTIES,212120543.0
떡전교사거리,THIRTIES,233872526.0
떡전교사거리,FORTIES,215327687.0
떡전교사거리,FIFTIES,218662154.0
떡전교사거리,SIXTIES_PLUS,169988447.0
뚝도시장,TEENS,42626766.0
뚝도시장,TWENTIES,2263844354.0
뚝도시장,THIRTIES,3542634794.0
뚝도시장,FORTIES,2026188301.0
뚝도시장,FIFTIES,2492059783.0
뚝도시장,SIXTIES_PLUS,2174315248.0
뚝섬역,TEENS,472482920.0
뚝섬역,TWENTIES,18053885386.0
뚝섬역,THIRTIES,21624488235.0
뚝섬역,FORTIES,11318026196.0
뚝섬역,FIFTIES,9525600285.0
뚝섬역,SIXTIES_PLUS,6137026760.0
뚝섬역교차로,TEENS,22434341.0
뚝섬역교차로,TWENTIES,971866287.0
뚝섬역교차로,THIRTIES,1056822022.0
뚝섬역교차로,FORTIES,697865492.0
뚝섬역교차로,FIFTIES,457950640.0
뚝섬역교차로,SIXTIES_PLUS,193353444.0
뚝섬역상점가,TEENS,69227873.0
뚝섬역상점가,TWENTIES,2575650834.0
뚝섬역상점가,THIRTIES,4355999838.0
뚝섬역상점가,FORTIES,3076207175.0
뚝섬역상점가,FIFTIES,3132991204.0
뚝섬역상점가,SIXTIES_PLUS,2513043289.0
뚝섬유원지역 1번,TEENS,2721441.0
뚝섬유원지역 1번,TWENTIES,91547239.0
뚝섬유원지역 1번,THIRTIES,221586744.0
뚝섬유원지역 1번,FORTIES,201686533.0
뚝섬유원지역 1번,FIFTIES,281391529.0
뚝섬유원지역 1번,SIXTIES_PLUS,395112418.0
뜸부기어린이공원,TEENS,3578197.0
뜸부기어린이공원,TWENTIES,349428427.0
뜸부기어린이공원,THIRTIES,737125036.0
뜸부기어린이공원,FORTIES,453180391.0
뜸부기어린이공원,FIFTIES,541882178.0
뜸부기어린이공원,SIXTIES_PLUS,259088766.0
러스크서울병원,TEENS,3231398.0
러스크서울병원,TWENTIES,213299630.0
러스크서울병원,THIRTIES,622475148.0
러스크서울병원,FORTIES,742738093.0
러스크서울병원,FIFTIES,1394175684.0
러스크서울병원,SIXTIES_PLUS,2373825788.0
로데오거리상점가,TEENS,833704855.0
로데오거리상점가,TWENTIES,19032040378.0
로데오거리상점가,THIRTIES,21437387671.0
로데오거리상점가,FORTIES,10312667043.0
로데오거리상점가,FIFTIES,8875793853.0
로데오거리상점가,SIXTIES_PLUS,4982462772.0
롯데백화점(시청광장 지하쇼핑센터),TEENS,36253354.0
롯데백화점(시청광장 지하쇼핑센터),TWENTIES,1630736136.0
롯데백화점(시청광장 지하쇼핑센터),THIRTIES,3472922474.0
롯데백화점(시청광장 지하쇼핑센터),FORTIES,2464913102.0
롯데백화점(시청광장 지하쇼핑센터),FIFTIES,1744283529.0
롯데백화점(시청광장 지하쇼핑센터),SIXTIES_PLUS,1099722412.0
르네상스호텔사거리,TEENS,38071756.0
르네상스호텔사거리,TWENTIES,3431108269.0
르네상스호텔사거리,THIRTIES,8633519516.0
르네상스호텔사거리,FORTIES,6731758088.0
르네상스호텔사거리,FIFTIES,4780453862.0
르네상스호텔사거리,SIXTIES_PLUS,2859965528.0
리움미술관,TEENS,23912948.0
리움미술관,TWENTIES,1552447913.0
리움미술관,THIRTIES,1948918047.0
리움미술관,FORTIES,787439244.0
리움미술관,FIFTIES,800156430.0
리움미술관,SIXTIES_PLUS,368293004.0
마곡역(마곡),TEENS,45770814.0
마곡역(마곡),TWENTIES,2622433351.0
마곡역(마곡),THIRTIES,7357362682.0
마곡역(마곡),FORTIES,7248352564.0
마곡역(마곡),FIFTIES,4748602528.0
마곡역(마곡),SIXTIES_PLUS,2446867623.0
마들역,TEENS,287406056.0
마들역,TWENTIES,1620764809.0
마들역,THIRTIES,4110545305.0
마들역,FORTIES,4295367331.0
마들역,FIFTIES,3946048656.0
마들역,SIXTIES_PLUS,2833702910.0
마장역 2번,TEENS,9558132.0
마장역 2번,TWENTIES,741130387.0
마장역 2번,THIRTIES,1969930209.0
마장역 2번,FORTIES,2395924237.0
마장역 2번,FIFTIES,2992999893.0
마장역 2번,SIXTIES_PLUS,2709305855.0
마장역 3번,TEENS,5242056.0
마장역 3번,TWENTIES,393937585.0
마장역 3번,THIRTIES,1303680052.0
마장역 3번,FORTIES,927918296.0
마장역 3번,FIFTIES,1240362933.0
마장역 3번,SIXTIES_PLUS,2714205488.0
마장축산물시장,TEENS,6657345.0
마장축산물시장,TWENTIES,949993135.0
마장축산물시장,THIRTIES,3777627884.0
마장축산물시장,FORTIES,2364863515.0
마장축산물시장,FIFTIES,2780369557.0
마장축산물시장,SIXTIES_PLUS,1973564314.0
마천1치안센터,TEENS,0.0
마천1치안센터,TWENTIES,817615.0
마천1치안센터,THIRTIES,5491429.0
마천1치안센터,FORTIES,27198926.0
마천1치안센터,FIFTIES,56189304.0
마천1치안센터,SIXTIES_PLUS,129818766.0
마천시장,TEENS,177652.0
마천시장,TWENTIES,39216338.0
마천시장,THIRTIES,121406810.0
마천시장,FORTIES,256697918.0
마천시장,FIFTIES,428239299.0
마천시장,SIXTIES_PLUS,411069848.0
마천역(마천초등학교),TEENS,83052326.0
마천역(마천초등학교),TWENTIES,948878591.0
마천역(마천초등학교),THIRTIES,1907255223.0
마천역(마천초등학교),FORTIES,2433763932.0
마천역(마천초등학교),FIFTIES,3036481629.0
마천역(마천초등학교),SIXTIES_PLUS,2769568661.0
마천중앙시장,TEENS,29545009.0
마천중앙시장,TWENTIES,530552737.0
마천중앙시장,THIRTIES,1521157335.0
마천중앙시장,FORTIES,2632902391.0
마천중앙시장,FIFTIES,3417810706.0
마천중앙시장,SIXTIES_PLUS,2827754983.0
마포FM,TEENS,2742381.0
마포FM,TWENTIES,104190730.0
마포FM,THIRTIES,200985140.0
마포FM,FORTIES,174694676.0
마포FM,FIFTIES,232196360.0
마포FM,SIXTIES_PLUS,263037767.0
마포경찰서,TEENS,1285190.0
마포경찰서,TWENTIES,65508117.0
마포경찰서,THIRTIES,213777783.0
마포경찰서,FORTIES,199590013.0
마포경찰서,FIFTIES,189244308.0
마포경찰서,SIXTIES_PLUS,103075537.0
마포구청역 1번,TEENS,56008607.0
마포구청역 1번,TWENTIES,1961337802.0
마포구청역 1번,THIRTIES,3111455652.0
마포구청역 1번,FORTIES,2425361412.0
마포구청역 1번,FIFTIES,2845805423.0
마포구청역 1번,SIXTIES_PLUS,1672529260.0
마포구청역 4번,TEENS,7048077.0
마포구청역 4번,TWENTIES,610930294.0
마포구청역 4번,THIRTIES,1489532725.0
마포구청역 4번,FORTIES,1373647577.0
마포구청역 4번,FIFTIES,1713402846.0
마포구청역 4번,SIXTIES_PLUS,1640658464.0
마포구청역 7번,TEENS,39444334.0
마포구청역 7번,TWENTIES,960506654.0
마포구청역 7번,THIRTIES,1737650676.0
마포구청역 7번,FORTIES,1790061619.0
마포구청역 7번,FIFTIES,1702127193.0
마포구청역 7번,SIXTIES_PLUS,1053888147.0
마포농수산물시장,TEENS,10042954.0
마포농수산물시장,TWENTIES,97683048.0
마포농수산물시장,THIRTIES,550180457.0
마포농수산물시장,FORTIES,609444960.0
마포농수산물시장,FIFTIES,255523789.0
마포농수산물시장,SIXTIES_PLUS,247946549.0
마포시장,TEENS,16328718.0
마포시장,TWENTIES,1116563448.0
마포시장,THIRTIES,3062156526.0
마포시장,FORTIES,2998949478.0
마포시장,FIFTIES,4130700447.0
마포시장,SIXTIES_PLUS,3702564984.0
마포역,TEENS,30450943.0
마포역,TWENTIES,1798330361.0
마포역,THIRTIES,5408027975.0
마포역,FORTIES,4734782795.0
마포역,FIFTIES,4310022200.0
마포역,SIXTIES_PLUS,3117440158.0
마포역 4번,TEENS,1819791.0
마포역 4번,TWENTIES,111510434.0
마포역 4번,THIRTIES,362209919.0
마포역 4번,FORTIES,281522256.0
마포역 4번,FIFTIES,213751539.0
마포역 4번,SIXTIES_PLUS,67185918.0
만리시장,TEENS,2076129.0
만리시장,TWENTIES,29879145.0
만리시장,THIRTIES,46495684.0
만리시장,FORTIES,80384278.0
만리시장,FIFTIES,295717475.0
만리시장,SIXTIES_PLUS,247931408.0
만리재,TEENS,12294167.0
만리재,TWENTIES,79651035.0
만리재,THIRTIES,112450232.0
만리재,FORTIES,196708648.0
만리재,FIFTIES,556209165.0
만리재,SIXTIES_PLUS,249468604.0
만양로상점가,TEENS,39041055.0
만양로상점가,TWENTIES,2609691880.0
만양로상점가,THIRTIES,2785405329.0
만양로상점가,FORTIES,1384096815.0
만양로상점가,FIFTIES,1335848760.0
만양로상점가,SIXTIES_PLUS,724914545.0
말미고개,TEENS,17589918.0
말미고개,TWENTIES,330894831.0
말미고개,THIRTIES,851470825.0
말미고개,FORTIES,821398995.0
말미고개,FIFTIES,1282145753.0
말미고개,SIXTIES_PLUS,975329295.0
망리단길,TEENS,216274730.0
망리단길,TWENTIES,9317615969.0
망리단길,THIRTIES,11663982368.0
망리단길,FORTIES,5789167699.0
망리단길,FIFTIES,5421755361.0
망리단길,SIXTIES_PLUS,3071742015.0
망우3동주민센터,TEENS,699870.0
망우3동주민센터,TWENTIES,72328485.0
망우3동주민센터,THIRTIES,240242905.0
망우3동주민센터,FORTIES,135954449.0
망우3동주민센터,FIFTIES,802751056.0
망우3동주민센터,SIXTIES_PLUS,491512109.0
망우본동주민센터,TEENS,38524712.0
망우본동주민센터,TWENTIES,543965278.0
망우본동주민센터,THIRTIES,1163895407.0
망우본동주민센터,FORTIES,2099283434.0
망우본동주민센터,FIFTIES,2239763972.0
망우본동주민센터,SIXTIES_PLUS,3183096021.0
망우역 1번,TEENS,35784525.0
망우역 1번,TWENTIES,464157321.0
망우역 1번,THIRTIES,928006787.0
망우역 1번,FORTIES,1117258624.0
망우역 1번,FIFTIES,1729021395.0
망우역 1번,SIXTIES_PLUS,2133231625.0
망우역 2번,TEENS,11573113.0
망우역 2번,TWENTIES,162873901.0
망우역 2번,THIRTIES,334917120.0
망우역 2번,FORTIES,347672080.0
망우역 2번,FIFTIES,476220417.0
망우역 2번,SIXTIES_PLUS,399542069.0
망원나들목체육관,TEENS,409975.0
망원나들목체육관,TWENTIES,148099151.0
망원나들목체육관,THIRTIES,258253858.0
망원나들목체육관,FORTIES,124783263.0
망원나들목체육관,FIFTIES,120298964.0
망원나들목체육관,SIXTIES_PLUS,102722344.0
망원시장,TEENS,31284781.0
망원시장,TWENTIES,1052121076.0
망원시장,THIRTIES,1509015798.0
망원시장,FORTIES,1319813168.0
망원시장,FIFTIES,1376897041.0
망원시장,SIXTIES_PLUS,739461592.0
망원역,TEENS,149387960.0
망원역,TWENTIES,5169254169.0
망원역,THIRTIES,6882040565.0
망원역,FORTIES,3690826489.0
망원역,FIFTIES,3097416487.0
망원역,SIXTIES_PLUS,1700125874.0
망원역 1번,TEENS,22419342.0
망원역 1번,TWENTIES,919093106.0
망원역 1번,THIRTIES,1194563662.0
망원역 1번,FORTIES,752779178.0
망원역 1번,FIFTIES,811373684.0
망원역 1번,SIXTIES_PLUS,684652691.0
망원월드컵시장,TEENS,3595030.0
망원월드컵시장,TWENTIES,168691156.0
망원월드컵시장,THIRTIES,221854119.0
망원월드컵시장,FORTIES,176438954.0
망원월드컵시장,FIFTIES,199892830.0
망원월드컵시장,SIXTIES_PLUS,145392673.0
매봉역,TEENS,222141088.0
매봉역,TWENTIES,7362930052.0
매봉역,THIRTIES,14958828812.0
매봉역,FORTIES,13822608266.0
매봉역,FIFTIES,11473459059.0
매봉역,SIXTIES_PLUS,10169352918.0
먹골역 1번,TEENS,18019630.0
먹골역 1번,TWENTIES,534907143.0
먹골역 1번,THIRTIES,982247826.0
먹골역 1번,FORTIES,1049412412.0
먹골역 1번,FIFTIES,1240361762.0
먹골역 1번,SIXTIES_PLUS,921360609.0
먹골역 5번,TEENS,24787802.0
먹골역 5번,TWENTIES,689708146.0
먹골역 5번,THIRTIES,1348805915.0
먹골역 5번,FORTIES,1537240224.0
먹골역 5번,FIFTIES,1763939698.0
먹골역 5번,SIXTIES_PLUS,2163087238.0
먹골파출소,TEENS,2392456.0
먹골파출소,TWENTIES,47448377.0
먹골파출소,THIRTIES,100943169.0
먹골파출소,FORTIES,119872087.0
먹골파출소,FIFTIES,169082030.0
먹골파출소,SIXTIES_PLUS,131968761.0
메가박스 상봉,TEENS,108600847.0
메가박스 상봉,TWENTIES,1540710548.0
메가박스 상봉,THIRTIES,3447676128.0
메가박스 상봉,FORTIES,3853618226.0
메가박스 상봉,FIFTIES,3859871226.0
메가박스 상봉,SIXTIES_PLUS,4108060187.0
