commercial_area,dinner_sales,total_sales,total_shops,dinner_per_shop,total_per_shop,dinner_index
우이골목시장(우이시장),2833610836.0,6449091793.0,546.0,5189763.435897436,11811523.43040293,0.4393813775570181
금천해태공원,991155877.0,2255801130.0,450.0,2202568.6155555556,5012891.4,0.43938087618565913
해방촌 남동측,7598301101.0,17318848608.0,3198.0,2375954.065353346,5415524.893058161,0.4387301530824722
문정역 1번,5445158076.0,12413060736.0,906.0,6010108.251655629,13700950.0397351,0.438663613415514
경기고교사거리(경기고교앞사거리),3302420219.0,7530556956.0,762.0,4333884.80183727,9882620.677165354,0.43853598588996584
연가초등학교,189837187.0,433102076.0,324.0,585917.2438271604,1336734.8024691357,0.4383197345837705
당산역 8번,1176813840.0,2684914019.0,168.0,7004844.285714285,15981631.06547619,0.4383059687096818
을지로4가역,1827095633.0,4168556173.0,924.0,1977376.2261904762,4511424.42965368,0.4383041890701181
응암시장(신응암시장),920371114.0,2102318020.0,426.0,2160495.572769953,4935018.82629108,0.4377887195201799
강북중학교,1724933974.0,3940480552.0,900.0,1916593.3044444444,4378311.724444444,0.43774711008902345
삼성동 시장(삼성동시장),134282318.0,306785128.0,288.0,466258.0486111111,1065226.138888889,0.43770804300526583
삼각지역,15603500456.0,35676948900.0,4440.0,3514301.9045045045,8035348.8513513515,0.4373552374037232
메디힐병원,5264695865.0,12040064597.0,1296.0,4062265.327932099,9290173.30015432,0.43726475240936785
천호역 1번(천호문구완구거리),1844909774.0,4219264167.0,480.0,3843562.029166667,8790133.68125,0.43725865482174253
광진정보도서관,4082092006.0,9336814010.0,1104.0,3697547.106884058,8457259.067028986,0.4372039543283137
마포시장,8553238748.0,19564511598.0,1122.0,7623207.440285205,17437176.112299465,0.4371813068348899
둔촌2동주민센터,2523981847.0,5773655139.0,822.0,3070537.52676399,7023911.361313868,0.43715493673166544
창신골목시장,6145725500.0,14059004208.0,1638.0,3751969.16971917,8583030.652014652,0.4371380368819362
중랑역 2번,1043919902.0,2388554316.0,294.0,3550747.965986395,8124334.408163265,0.43705093704890235
독산동성당,2480053850.0,5676774215.0,1686.0,1470969.068801898,3367007.2449584818,0.43687731025955556
숭인시장,3320779731.0,7603989030.0,876.0,3790844.441780822,8680352.773972603,0.4367154815582368
푸른들청소년도서관,5962689611.0,13658314363.0,2484.0,2400438.6517713363,5498516.249194847,0.4365611635907841
묘곡초등학교(고덕아이파크아파트),3833627581.0,8783526523.0,1158.0,3310559.223661485,7585083.353195164,0.43645653838028486
송정역 3번,5618008973.0,12872444525.0,1938.0,2898869.4391124872,6642128.237874097,0.4364368370039645
금천구립가산도서관,336690076.0,771521909.0,264.0,1275341.196969697,2922431.4734848486,0.4363972974356584
방이역 4번,18306434056.0,41970902456.0,4374.0,4185284.4206675813,9595542.399634203,0.4361696552794275
상봉역 7번,152556517.0,349899709.0,318.0,479737.4748427673,1100313.5503144653,0.43600069698829047
화곡보람2차아파트,170471753.0,391575995.0,102.0,1671291.6960784313,3838980.343137255,0.4353478128811241
구의사거리,3590825863.0,8251431447.0,1176.0,3053423.3528911564,7016523.339285715,0.43517611290408625
도림시장,20896000.0,48039960.0,36.0,580444.4444444445,1334443.3333333333,0.43497121979285586
구의역 4번,3753657969.0,8633059321.0,1908.0,1967325.9795597484,4524664.214360587,0.43480043741494867
까치산역 1번,1896655565.0,4362476206.0,1332.0,1423915.5893393394,3275132.2867867867,0.43476582460012164
신정네거리역 4번,924276073.0,2126509143.0,150.0,6161840.486666666,14176727.62,0.4346447679486888
장평중학교,2579455522.0,5935875018.0,1506.0,1712785.8711819388,3941484.075697211,0.4345535433576408
신자초등학교,2826237565.0,6510499012.0,978.0,2889813.4611451942,6656951.955010225,0.4341045993234535
장안중학교,1064331546.0,2453155651.0,666.0,1598095.4144144144,3683416.8933933936,0.4338622156185392
백산초등학교,525974544.0,1212333182.0,264.0,1992327.8181818181,4592171.143939394,0.4338531286690461
새터산,820451414.0,1891747441.0,372.0,2205514.553763441,5085342.583333333,0.4337002901223959
목사랑시장(목4동시장),1574073458.0,3629601756.0,726.0,2168145.258953168,4999451.454545454,0.433676630059466
해오름공원,1399546915.0,3227268612.0,978.0,1431029.565439673,3299865.656441718,0.43366297735368053
상계제일중학교,1691995199.0,3902831073.0,144.0,11749966.659722222,27102993.5625,0.43353021623336857
개봉동 현대아파트,10256110623.0,23659922918.0,3030.0,3384854.991089109,7808555.418481848,0.4334803058549846
마포구청역 4번,3376015089.0,7791766111.0,660.0,5115174.377272727,11805706.228787879,0.433279829104973
갈산공원,1487853521.0,3435522270.0,72.0,20664632.236111112,47715587.083333336,0.43307928287712716
돌곶이역 5번,3117646032.0,7200386961.0,660.0,4723706.109090909,10909677.213636363,0.4329831228358062
수유초등학교,2978910113.0,6880671506.0,1188.0,2507500.095117845,5791811.031986532,0.4329388651096578
오!도봉거리 상점가,400729022.0,926158204.0,420.0,954116.719047619,2205138.580952381,0.43267880181731894
군자역 4번,560607707.0,1295881964.0,558.0,1004673.3100358422,2322369.111111111,0.4326070757783924
금호삼성래미안아파트,883657902.0,2042693050.0,582.0,1518312.5463917525,3509781.8728522337,0.43259456040152483
도성초등학교,6894368184.0,15941117168.0,1290.0,5344471.460465116,12357455.168992247,0.4324896499625302
신한은행 방학동지점,1064330896.0,2462091055.0,768.0,1385847.5208333333,3205847.7278645835,0.432287381832838
독산2동주민센터,2894072595.0,6697971853.0,864.0,3349621.059027778,7752282.237268519,0.4320819284577546
길동주민센터(강동도서관),6997376469.0,16197465401.0,2802.0,2497279.2537473235,5780680.014632406,0.43200440907056953
남강고등학교(남강중학교),3841612076.0,8895725221.0,1086.0,3537396.0184162064,8191275.5257826885,0.431849228765651
종암경찰서,7724225620.0,17887465954.0,1338.0,5772963.841554559,13368808.635276532,0.43182335831491586
거여역,12175112727.0,28196819699.0,1980.0,6149046.831818182,14240818.02979798,0.43179028191721175
홍익지구대,1988781092.0,4609018747.0,330.0,6026609.36969697,13966723.475757577,0.431497722437014
논현로18길,522582433.0,1211811876.0,96.0,5443567.010416667,12623040.375,0.4312405608079715
거여역 1번(거여공원),3543854106.0,8224648862.0,1428.0,2481690.550420168,5759558.0266106445,0.4308821161196948
정곡초등학교,194870833.0,452650907.0,72.0,2706539.347222222,6286818.152777778,0.43051020109852556
신내1동주민센터,13366204946.0,31051865507.0,2982.0,4482295.42119383,10413100.438296445,0.43044772762483036
화양제일골목시장,2381051387.0,5536041776.0,870.0,2736840.6747126435,6363266.409195403,0.4300999673308823
신노량진시장(기능상실),423779840.0,985443694.0,216.0,1961943.7037037036,4562239.324074074,0.43003962842345816
봉천중앙시장,1921874902.0,4469996891.0,468.0,4106570.3034188035,9551275.408119658,0.4299499415468386
노원역 9번,91609673.0,213071423.0,96.0,954267.4270833334,2219493.9895833335,0.42994819159770664
송정역 2번,741554144.0,1725299139.0,210.0,3531210.2095238096,8215710.185714286,0.4298119249220816
면목2동체육관,2273461433.0,5289771697.0,1134.0,2004816.078483245,4664701.6728395065,0.4297844147582689
굽은다리역 1번(십자성마을),2979337382.0,6932247527.0,648.0,4597742.87345679,10697912.850308642,0.42977942873446967
남영동 먹자골목,40709833632.0,94776584029.0,3690.0,11032475.23902439,25684711.11897019,0.42953472156733874
중화역 4번,3786163042.0,8817256382.0,1320.0,2868305.334848485,6679739.683333334,0.42940375985088375
금호사거리,2606257602.0,6070674466.0,462.0,5641250.220779221,13139988.021645023,0.4293192818354625
연희사러가,143474147.0,334324303.0,48.0,2989044.7291666665,6965089.645833333,0.42914662712988594
신묵초등학교,2298625526.0,5356892872.0,1620.0,1418904.6456790124,3306723.995061728,0.4290967881800867
경성고등학교,7188444615.0,16782445222.0,2424.0,2965529.956683168,6923450.999174917,0.4283311829659193
염곡동 구룡사(포이동성당),8954597936.0,20912935753.0,1596.0,5610650.335839599,13103343.203634085,0.42818464331175726
도봉세무서,1876091638.0,4385065929.0,864.0,2171402.358796296,5075307.788194444,0.42783658635386507
영등포시장역 4번,834553529.0,1950980071.0,330.0,2528950.087878788,5912060.821212121,0.4277611757316613
신창초등학교,4099406757.0,9591192734.0,2604.0,1574272.948156682,3683253.738095238,0.42741365653803787
공릉역,18075992084.0,42294264506.0,2334.0,7744640.99571551,18120935.949443016,0.4273863677529061
수송초등학교,3439864858.0,8048801726.0,2148.0,1601426.8426443203,3747114.3975791433,0.4273760213136104
미성초등학교,887111064.0,2076039208.0,876.0,1012683.8630136986,2369907.771689498,0.42730939790613043
성남고등학교,894419232.0,2094773644.0,558.0,1602901.8494623655,3754074.6308243726,0.4269765540357352
발산역 5번,4675151681.0,10950608290.0,978.0,4780318.692229039,11196940.991820041,0.42693077472867946
이촌종합시장,7064152266.0,16558922266.0,1182.0,5976440.157360406,14009240.49576988,0.42660700693695736
면목5동주민센터,741640930.0,1738807557.0,450.0,1648090.9555555556,3864016.7933333335,0.4265227207084194
수유동우체국,2076514012.0,4869336773.0,384.0,5407588.572916667,12680564.513020834,0.42644699038153794
답십리사거리,9215722513.0,21613245551.0,1122.0,8213656.428698752,19263142.20231729,0.42639234775054907
가산초등학교(세일중학교),2682940858.0,6293759596.0,1326.0,2023333.9803921569,4746425.034690799,0.4262858816064636
숭실대입구역 1번,4419847368.0,10373452134.0,1212.0,3646738.7524752477,8558953.905940594,0.42607295150218316
정릉3동주민센터,945064792.0,2218287404.0,174.0,5431406.850574712,12748778.183908045,0.4260335204067182
연신내역 5번,3792767365.0,8902625383.0,1194.0,3176522.081239531,7456135.161641541,0.42602796386810515
신사1동주민센터,2842262516.0,6673197748.0,1158.0,2454458.1312607946,5762692.355785837,0.42592211760124216
남구로역 5번,2399293639.0,5633709045.0,2220.0,1080762.9004504504,2537706.777027027,0.4258817095159375
상계5동주민센터,4130703281.0,9700014643.0,2346.0,1760743.0865302642,4134703.5988917304,0.4258450562217363
도봉구민회관,1736320012.0,4077557153.0,144.0,12057777.861111112,28316369.118055556,0.4258235867331815
송정역,7162377569.0,16821843439.0,1602.0,4470897.358926342,10500526.491260923,0.4257783990781083
동남상가,316675393.0,743988360.0,216.0,1466089.7824074074,3444390.5555555555,0.42564562838053005
응봉산,65850097.0,154722558.0,108.0,609723.1203703703,1432616.2777777778,0.42560113955716783
구삼강변맛길,12865544857.0,30255229619.0,2046.0,6288145.09139785,14787502.257575758,0.42523375360273447
개봉중앙시장,4198538589.0,9874671629.0,936.0,4485618.150641026,10549862.851495726,0.42518260320370604
석관중앙교회,1165816671.0,2743195810.0,426.0,2736658.852112676,6439426.784037558,0.42498485407062503
도봉역 2번,6271092073.0,14756760723.0,2130.0,2944174.6821596245,6928056.677464789,0.42496400061741385
상계주공1단지(가)상가,34231609.0,80647268.0,84.0,407519.15476190473,960086.5238095238,0.4244608633239752
서울시흥동우체국(홈플러스시흥점),6733506822.0,15866484078.0,1590.0,4234909.950943396,9978920.803773586,0.4243855657559624
청구역 3번,2276909859.0,5367619657.0,648.0,3513749.782407407,8283363.668209877,0.4241935912934227
구남초등학교,1118183217.0,2636408170.0,288.0,3882580.6145833335,9154195.034722222,0.4241312971655675
창동역 2번,3729913514.0,8794505067.0,1500.0,2486609.0093333335,5863003.378,0.4241186383524771
방학중학교,2007140026.0,4733273865.0,1140.0,1760649.1456140352,4151994.6184210526,0.42404899510288535
사당역(사당),70169035876.0,165656777040.0,10122.0,6932329.171705197,16366012.353289863,0.4235808346015133
노원초등학교,8187930608.0,19357895248.0,774.0,10578721.715762274,25010200.57881137,0.4229762845134702
화양사거리,3830341112.0,9059797658.0,2190.0,1749014.206392694,4136893.9077625573,0.4227843994526439
답십리역 6번,354936995.0,839757639.0,90.0,3943744.388888889,9330640.433333334,0.4226659913718272
녹번동근린공원,432040188.0,1022585079.0,318.0,1358616.9433962265,3215676.349056604,0.4224980364690027
마천중앙시장,4752721759.0,11251499022.0,1164.0,4083094.2946735397,9666236.273195876,0.4224078720272763
KC대학교,83464002.0,197592529.0,132.0,632303.0454545454,1496913.0984848484,0.42240464466143857
샤로수길,23564193932.0,55812366219.0,7734.0,3046831.3850530125,7216494.209852599,0.4222038148237142
인현시장,8983943293.0,21289578573.0,1926.0,4664560.380581516,11053779.113707164,0.421987840773592
전농로터리시장,1400960886.0,3319957451.0,546.0,2565862.4285714286,6080508.152014652,0.42198157858258645
구로디지털단지역 4번,4669323638.0,11069847183.0,2928.0,1594714.357240437,3780685.513319672,0.4218056094912218
세종마을음식문화거리(금천교시장),22814213956.0,54092226896.0,2712.0,8412320.780235989,19945511.392330382,0.4217651086886028
본서부병원,14598625483.0,34616965899.0,2466.0,5919961.671938362,14037699.066909976,0.42171880475006385
석촌역 7번,15132633380.0,35884449381.0,3174.0,4767685.374921235,11305749.647448014,0.42170448874192246
왕십리역(왕십리),15854397558.0,37598529849.0,4122.0,3846287.617176128,9121428.881368268,0.4216759969518243
송파사거리(송파역),7717265322.0,18307760350.0,2196.0,3514237.3961748634,8336867.190346084,0.42152973244485364
창동역상점가,11104699403.0,26344692885.0,1782.0,6231593.379910213,14783778.274410775,0.4215156142253886
마장역 2번,5796134593.0,13755384108.0,624.0,9288677.232371794,22043884.78846154,0.4213720640217544
영동초등학교,1471021650.0,3500556365.0,456.0,3225924.6710526315,7676658.695175438,0.42022510041771605
연신내역 4번,3557110779.0,8469072493.0,1536.0,2315827.330078125,5513719.070963542,0.42001184686281556
혜원여고,1189018231.0,2831977674.0,444.0,2677968.988738739,6378328.094594595,0.41985438017969345
난향초등학교,233898228.0,557176773.0,222.0,1053595.6216216215,2509805.2837837837,0.41979177764468656
무너미어린이공원,95622184.0,227819385.0,306.0,312490.79738562094,744507.7941176471,0.4197280402631234
창동신창시장,2087768647.0,4974723872.0,954.0,2188436.736897275,5214595.253668763,0.41967528263245085
개봉1동주민센터,4340060593.0,10343333576.0,2610.0,1662858.464750958,3962963.0559386974,0.4195997896722963
문래예술촌(문래창작촌),27596646375.0,65846513672.0,7638.0,3613072.3193244305,8620910.404818015,0.41910565702030417
서울교통공사,1044410302.0,2492637384.0,204.0,5119658.343137255,12218810.705882354,0.4189980896154288
면목동우체국,999567726.0,2386278339.0,924.0,1081783.2532467532,2582552.314935065,0.4188814480120041
신월7동주민센터,1798182203.0,4295175686.0,786.0,2287763.617048346,5464600.109414758,0.4186516069321966
마천시장,535893963.0,1281521699.0,276.0,1941644.793478261,4643194.561594203,0.4181700266317535
남성역골목시장,2599695403.0,6218205502.0,828.0,3139728.747584541,7509910.026570048,0.4180780776968281
신내역 1번,892509665.0,2135441820.0,192.0,4648487.838541667,11122092.8125,0.41795082246726817
신정롯데캐슬아파트,5115953476.0,12240995605.0,1164.0,4395149.034364261,10516319.248281786,0.4179360601935287
영동교골목시장,240142671.0,574776022.0,168.0,1429420.6607142857,3421285.845238095,0.41780217303497746
문현중학교(장지역 1번),3890843421.0,9312705957.0,900.0,4323159.356666666,10347451.063333333,0.41779944937222074
삼육보건대학교,2234225101.0,5360524218.0,1962.0,1138748.7772680938,2732173.4036697247,0.4167922781689408
대동초등학교,2268380447.0,5447358424.0,852.0,2662418.365023474,6393613.17370892,0.4164184308133567
가좌역 2번,1164583212.0,2797851093.0,750.0,1552777.616,3730468.124,0.41624202764532187
먹골역 5번,3288056525.0,7899390307.0,1842.0,1785046.9733984799,4288485.508686211,0.4162418107238361
방배동가구거리(사당동가구거리),678215620.0,1629612906.0,360.0,1883932.2777777778,4526702.516666667,0.4161820377728403
대진고등학교,1513053694.0,3635697977.0,792.0,1910421.3308080807,4590527.748737373,0.4161659476589686
정릉아리랑시장,802871022.0,1929707565.0,348.0,2307100.6379310344,5545136.681034483,0.4160583896555331
삼전역 1번,10926759086.0,26284891620.0,2592.0,4215570.635030864,10140776.087962963,0.4157049320943709
합정역 8번,14244818376.0,34270340954.0,4482.0,3178228.107095047,7646216.187862561,0.41566024671655216
강남개포시장,11391870810.0,27407138374.0,1350.0,8438422.822222222,20301583.98074074,0.41565342045366505
암사동성당(효정하나플러스아파트),1971586107.0,4744016568.0,1242.0,1587428.427536232,3819659.072463768,0.4155942709599745
목동깨비시장(목3동시장),5150547278.0,12405545866.0,1752.0,2939810.0901826485,7080791.019406392,0.41518102739164064
신림우방아파트,106428810.0,256347974.0,162.0,656967.9629629629,1582394.9012345679,0.41517320515277406
새마을시장,17798887798.0,42872107256.0,3534.0,5036470.797396718,12131326.33163554,0.4151624199789952
북가좌2동주민센터,6490849891.0,15635294629.0,1422.0,4564592.047116737,10995284.549226442,0.41514087486147616
신대방삼거리역 3번,581801230.0,1401512839.0,282.0,2063124.929078014,4969903.684397163,0.41512372474241743
충정로역 6번,2325253076.0,5601634861.0,300.0,7750843.586666667,18672116.203333333,0.4151025787469656
도봉구 정병원,1670365134.0,4028141638.0,906.0,1843670.1258278147,4446072.44812362,0.41467388292466995
마천역(마천초등학교),4842384720.0,11679798941.0,2970.0,1630432.5656565656,3932592.236026936,0.41459486969434123
사가정시장,2996043195.0,7229688941.0,2112.0,1418581.0582386365,3423148.1728219697,0.4144083126466561
은행나무시장,1813786047.0,4376898040.0,492.0,3686557.0060975607,8896134.227642277,0.4143998855865511
도산공원교차로,30577794446.0,73792603204.0,3528.0,8667175.29648526,20916270.749433108,0.414374789861628
관성묘,794370980.0,1917394545.0,96.0,8274697.708333333,19972859.84375,0.414297089804227
KB국민은행 망원동지점,4836362672.0,11679817645.0,1542.0,3136421.9662775616,7574460.21076524,0.4140786114131151
영중로,4065939876.0,9833989554.0,942.0,4316284.3694267515,10439479.356687898,0.4134578192983913
장충초등학교,3122769206.0,7554846432.0,684.0,4565452.055555556,11045097.122807018,0.41334648349341857
불광먹자골목 골목형상점가,10489003035.0,25390822625.0,1554.0,6749680.202702703,16339010.698198197,0.4131021349687366
발산역(마곡),57937730205.0,140255892731.0,17916.0,3233854.108338915,7828527.167392275,0.41308588949000596
상도역 1번,1512130553.0,3661617365.0,330.0,4582213.796969697,11095810.196969697,0.4129679325463872
신대방삼거리역,14461914333.0,35028354696.0,2634.0,5490476.208428246,13298540.127562642,0.41286307788391363
홍릉시장,1329224394.0,3224924089.0,816.0,1628951.4632352942,3952112.8541666665,0.41217230462381904
동북프라자,435309258.0,1056499015.0,192.0,2267235.71875,5502599.036458333,0.41202997051540086
오목교역,28368881966.0,68858313396.0,4794.0,5917580.718815186,14363436.25281602,0.4119892075028367
삼광초등학교,1953033378.0,4740853377.0,342.0,5710623.912280702,13862144.377192982,0.4119581903703326
한강로동땡땡거리(은행나무길),12003737030.0,29141337018.0,3336.0,3598242.51498801,8735412.775179856,0.41191442323272753
신대방역 2번,8085058270.0,19630639760.0,2148.0,3763993.6080074487,9139031.545623837,0.41185913290887055
수락산디자인거리,14116770849.0,34291761002.0,2910.0,4851124.0030927835,11784110.309965637,0.41166654719705603
신월문화체육센터,2565241443.0,6231445522.0,1236.0,2075438.0606796117,5041622.590614887,0.4116607348878304
독산동 맛나는거리상점가(독산동 맛나는거리),4260510595.0,10353781663.0,1170.0,3641462.047008547,8849386.036752136,0.411493185163953
쌍문시장(쌍문역골목시장),7043212789.0,17121769582.0,1986.0,3546431.4144008057,8621233.424974823,0.41136009658747436
당산반도유보라팰리스아파트,894646290.0,2174875865.0,546.0,1638546.3186813188,3983289.13003663,0.4113551050878023
보라매역,8616797305.0,20950005287.0,852.0,10113611.860328639,24589208.083333332,0.4113028701881492
가산동주민센터,5860553090.0,14249050331.0,1170.0,5009019.735042735,12178675.496581197,0.4112942935747709
대치2동주민센터,2634263373.0,6405770783.0,402.0,6552893.962686568,15934753.191542288,0.4112328496035104
제기동역 6번,6813616142.0,16571025190.0,1584.0,4301525.342171717,10461505.801767677,0.4111765001788643
아차산역 1번,2688190199.0,6546411617.0,1482.0,1813893.5215924426,4417281.792847503,0.4106356820000737
대림1동주민센터,1193880590.0,2907558823.0,522.0,2287127.5670498083,5570036.059386973,0.4106127038792501
창2동주민센터,1661618537.0,4048078065.0,1020.0,1629037.781372549,3968703.9852941176,0.41047097173507696
증산역 4번,353248517.0,860647273.0,798.0,442667.3145363408,1078505.3546365914,0.4104451708406215
가리봉시장,209827628.0,511289419.0,432.0,485712.10185185185,1183540.3217592593,0.41038914595649
중랑동부시장,4607882705.0,11230249499.0,2184.0,2109836.4033882786,5142055.631410256,0.4103099138990911
대청초등학교,19072894583.0,46485880150.0,3186.0,5986470.365034526,14590671.73571877,0.4102943629647507
서울대입구역,41668157651.0,101562594366.0,7122.0,5850625.898764392,14260403.589721989,0.41027070951772776
성북구청,7813097132.0,19045369633.0,1866.0,4187083.1361200428,10206521.77545552,0.4102360459553492
잠원역,318853010.0,777618137.0,72.0,4428514.027777778,10800251.902777778,0.41003803130173133
문성초등학교,5246859571.0,12796871410.0,2274.0,2307326.108619173,5627472.036059806,0.41001111935061635
한티역,21187206976.0,51684679081.0,3246.0,6527174.052988294,15922575.194393098,0.4099320601912901
풍납시장,2579566990.0,6294127665.0,1080.0,2388487.953703704,5827895.986111111,0.409837093763493
서경대학교,3467891613.0,8469565480.0,792.0,4378651.026515151,10693895.808080807,0.4094533091678748
공덕역(공덕오거리),21909764040.0,53540785917.0,3804.0,5759664.574132492,14074864.85725552,0.4092163322735859
상봉역 4번,3283953275.0,8030652538.0,1908.0,1721149.5151991614,4208937.388888889,0.40892732682191907
두산초등학교,1509502699.0,3692125222.0,354.0,4264131.918079096,10429732.265536724,0.4088438523172061
"총신대입구역(이수, 총신대)",48845029390.0,119509539285.0,8490.0,5753242.566548881,14076506.393992933,0.4087123896739069
신금호역 골목형상점가,3244572627.0,7947809437.0,1014.0,3199775.7662721896,7838076.367850099,0.40823482907067593
한성대입구역,11297498441.0,27674752464.0,1932.0,5847566.480848861,14324406.037267081,0.4082240105199157
청구역 1번,1373509730.0,3365146175.0,654.0,2100167.7828746177,5145483.448012233,0.4081575237961245
화곡역 5번,1108462524.0,2716942773.0,1854.0,597876.2265372168,1465449.1763754045,0.4079815500773523
강동구립성내도서관,2790759665.0,6840567901.0,1338.0,2085769.5553064274,5112532.063527653,0.4079719265109594
삼구시장(로타리상가),647880586.0,1588089892.0,258.0,2511165.0620155036,6155387.178294574,0.4079621621318146
동묘앞역 2번,1051297701.0,2578097404.0,702.0,1497575.0726495727,3672503.4245014247,0.4077804428059538
대방역 3번,8602578038.0,21111306234.0,402.0,21399447.85572139,52515687.14925373,0.40748677237912684
신림역 8번,6744764332.0,16566388573.0,1128.0,5979401.003546099,14686514.692375887,0.40713546602381745
석촌역 3번,2935484690.0,7216394214.0,1764.0,1664106.9671201813,4090926.425170068,0.4067799794397429
먹골파출소,240188289.0,590517156.0,72.0,3335948.4583333335,8201627.166666667,0.40674227083759784
석계역 1번,8303490397.0,20424704566.0,1596.0,5202688.2186716795,12797433.93859649,0.40654151790388254
강서고등학교,743718883.0,1830235295.0,846.0,879100.3345153665,2163398.693853428,0.4063515139456427
이수역 5번,1582913274.0,3896667444.0,600.0,2638188.79,6494445.74,0.40622231605556536
창신1동주민센터,181853151.0,447766627.0,186.0,977705.1129032258,2407347.4569892474,0.4061337760216775
강북구청,4640206588.0,11425967385.0,1086.0,4272750.081031308,10521148.604972376,0.40611061030085377
신월중앙시장,1498277812.0,3690572978.0,288.0,5202353.513888889,12814489.506944444,0.4059743083069851
군자역,40202482517.0,99037449146.0,6822.0,5893063.986660804,14517362.818235122,0.4059321283379776
월드순복음교회,1818700390.0,4480806892.0,798.0,2279073.170426065,5615046.230576441,0.4058868042823034
용두사거리,643004491.0,1584575396.0,72.0,8930617.930555556,22007991.611111112,0.4057897734769574
도곡초등학교,3208625919.0,7909734331.0,816.0,3932139.606617647,9693301.87622549,0.4056553336342391
금호역,5017426865.0,12370716616.0,2112.0,2375675.5989583335,5857346.882575758,0.40558902291162147
메가박스 상봉,7400842531.0,18248020768.0,2490.0,2972225.916064257,7328522.396787149,0.40556960259373587
금산초등학교(금천고등학교),2095194360.0,5166078472.0,984.0,2129262.56097561,5250079.74796748,0.4055676605293347
사당역 4번,5826352891.0,14366702908.0,2040.0,2856055.33872549,7042501.425490196,0.405545581913275
보라매역 4번,1571496945.0,3875688504.0,174.0,9031591.637931034,22274071.862068966,0.4054755544409974
국립국악고등학교,1913050956.0,4720738907.0,228.0,8390574.368421054,20704995.20614035,0.40524396576207433
강서농산물도매시장,3470839672.0,8566415562.0,366.0,9483168.50273224,23405507.0,0.40516825816814134
성자초등학교,2051793109.0,5064509933.0,834.0,2460183.583932854,6072553.876498801,0.40513161907940126
오산고등학교,1013974533.0,2503275736.0,588.0,1724446.4846938776,4257271.659863946,0.40505906657339963
보문역 4번,819151534.0,2022437440.0,480.0,1706565.6958333333,4213411.333333333,0.4050318283269123
목동역 8번출구,20127729520.0,49697093464.0,3852.0,5225267.268951194,12901633.817237798,0.40500818291476737
까치산시장,6188916817.0,15284855058.0,1584.0,3907144.455176768,9649529.708333334,0.40490516877755794
화곡역 4번,3642970009.0,9003287010.0,1800.0,2023872.2272222221,5001826.116666666,0.40462666634460653
조원동 펭귄시장(신림중앙시장),586323100.0,1451003277.0,594.0,987075.925925926,2442766.4595959596,0.4040811687291593
성동구보건소,1061284475.0,2627199825.0,444.0,2390280.349099099,5917116.722972973,0.40396031733140053
"솔샘시장(미아6,7동골목시장)",2890133916.0,7158513241.0,804.0,3594693.925373134,8903623.434079602,0.40373382275063946
성동용답상가시장,11672264539.0,28924547030.0,2730.0,4275554.7761904765,10595072.172161173,0.40354182649407594
북가좌초등학교,169489970.0,420171802.0,558.0,303745.46594982076,752996.0609318996,0.4033825430293868
동대문경찰서,322493981.0,799666139.0,156.0,2067269.108974359,5126064.993589744,0.40328577799140747
인왕시장(홍제골목형상점가),5253061199.0,13029768059.0,1332.0,3943739.638888889,9782108.152402403,0.40315845801810524
망리단길,15268206273.0,37886060791.0,9726.0,1569834.0811227637,3895338.349886901,0.4030032670123105
용마문화복지센터,1966072355.0,4878727240.0,468.0,4201009.305555556,10424630.854700854,0.4029887834024516
보라매역 2번,1461421462.0,3627926733.0,840.0,1739787.4547619047,4318960.396428571,0.4028255170389076
전곡마을마당공원,1286411387.0,3195120316.0,1188.0,1082837.8678451178,2689495.2154882154,0.40261751038235394
굽은다리역 4번,3757740586.0,9338497053.0,2772.0,1355606.272005772,3368866.180735931,0.40239243688499343
서서울 골목형상점가,1354508061.0,3367023721.0,636.0,2129729.6556603773,5294062.454402516,0.4022864622402225
대조시장,1248753579.0,3104912029.0,1602.0,779496.6161048689,1938147.3339575531,0.402186460465415
약수시장,5003513083.0,12444697047.0,882.0,5672917.3276643995,14109633.840136055,0.4020598544185678
한강진역 3번,5832780832.0,14524916721.0,2442.0,2388526.139230139,5947959.345208845,0.40157069014839963
구파발역,4868234047.0,12124036484.0,1884.0,2583988.3476645434,6435263.526539278,0.4015357470611848
석촌시장,10099844036.0,25153765879.0,1872.0,5395215.831196581,13436840.74732906,0.4015241329900429
오류동역 3번,850564591.0,2118857375.0,396.0,2147890.381313131,5350649.936868687,0.4014260709737483
올림픽대교북단,6453563841.0,16084359278.0,366.0,17632688.090163935,43946336.82513661,0.40123226107160576
종암동주민센터,3414695060.0,8515392900.0,1380.0,2474416.7101449277,6170574.565217392,0.4010026431076363
신방화역 2번,7336776153.0,18308559152.0,2022.0,3628474.853115727,9054678.116716122,0.4007293032777264
신대방역 1번,1081065883.0,2698012949.0,474.0,2280729.710970464,5692010.44092827,0.4006896569568688
옥수역 6번,2757147368.0,6882923564.0,1044.0,2640945.754789272,6592838.662835249,0.4005779437128731
무학봉상점가,2564022279.0,6404981212.0,1146.0,2237366.7356020943,5588988.841186737,0.40031690868916164
모래내시장(서중시장),2253511090.0,5632680895.0,648.0,3477640.5709876544,8692408.788580246,0.4000778904411911
공항시장,1089296313.0,2722971307.0,408.0,2669843.904411765,6673949.281862745,0.4000395855070977
